Variety,Card Number,Player/Athlete,Team,Rookie,Parallel
Base Rookie And Emerging Star Autographs,BRES-WA,Wilyer Abreu,Boston Red Sox,RC,
Base Rookie And Emerging Star Autographs,BRES-WL,Wyatt Langford,Texas Rangers,RC,
Base Rookie And Emerging Star Autographs,BRES-WM,Wade Meckler,San Francisco Giants,RC,
Base Rookie And Emerging Star Autographs,BRES-YD,Yainer Diaz,Houston Astros,,
Base Rookie And Emerging Star Autographs,BRES-YM,Yuki Matsui,San Diego Padres,RC,
Base Rookie And Emerging Star Autographs,BRES-YR,Yariel Rodríguez,Toronto Blue Jays,RC,
Base Rookie And Emerging Star Autographs,BRES-YY,Yoshinobu Yamamoto,Los Angeles Dodgers,RC,
Dual Autograph Relic Book,IDBC-AA,Ronald Acuña Jr.,Atlanta Braves,,
Dual Autograph Relic Book,IDBC-AA,Ozzie Albies,Atlanta Braves,,
Dual Autograph Relic Book,IDBC-CD,Jasson Domínguez,New York Yankees,RC,
Dual Autograph Relic Book,IDBC-CD,Junior Caminero,Tampa Bay Rays,RC,
Dual Autograph Relic Book,IDBC-CF,Jackson Chourio,Milwaukee Brewers,RC,
Dual Autograph Relic Book,IDBC-CF,Sal Frelick,Milwaukee Brewers,RC,
Dual Autograph Relic Book,IDBC-CLA,Wyatt Langford,Texas Rangers,RC,
Dual Autograph Relic Book,IDBC-CLA,Evan Carter,Texas Rangers,RC,
Dual Autograph Relic Book,IDBC-DD,Jasson Domínguez,New York Yankees,RC,
Dual Autograph Relic Book,IDBC-DD,Elly De La Cruz,Cincinnati Reds,RC,
Dual Autograph Relic Book,IDBC-GA,Ronald Acuña Jr.,Atlanta Braves,,
Dual Autograph Relic Book,IDBC-GA,Vladimir Guerrero Jr.,Toronto Blue Jays,,
Dual Autograph Relic Book,IDBC-HCH,Jackson Holliday,Baltimore Orioles,RC,
Dual Autograph Relic Book,IDBC-HCH,Jackson Chourio,Milwaukee Brewers,RC,
Dual Autograph Relic Book,IDBC-HH,Jackson Holliday,Baltimore Orioles,RC,
Dual Autograph Relic Book,IDBC-HH,Gunnar Henderson,Baltimore Orioles,RC,
Dual Autograph Relic Book,IDBC-RC,Jackson Chourio,Milwaukee Brewers,RC,
Dual Autograph Relic Book,IDBC-RC,Julio Rodríguez,Seattle Mariners,RC,
Dual Autograph Relic Book,IDBC-RH,Gunnar Henderson,Baltimore Orioles,,
Dual Autograph Relic Book,IDBC-RH,Adley Rutschman,Baltimore Orioles,,
Dual Autograph Relic Book,IDBC-SH,Jackson Holliday,Baltimore Orioles,RC,
Dual Autograph Relic Book,IDBC-SH,Paul Skenes,Pittsburgh Pirates,RC,
Dual Autograph Relic Book,IDBC-YS,Yoshinobu Yamamoto,Los Angeles Dodgers,RC,
Dual Autograph Relic Book,IDBC-YS,Shota Imanaga,Chicago Cubs,RC,
Dual Autographs,DA-CF,Jackson Chourio,Milwaukee Brewers,RC,
Dual Autographs,DA-CF,Sal Frelick,Milwaukee Brewers,RC,
Dual Autographs,DA-HH,Jackson Holliday,Baltimore Orioles,RC,
Dual Autographs,DA-HH,Gunnar Henderson,Baltimore Orioles,RC,
Dual Autographs,DA-LC,Wyatt Langford,Texas Rangers,RC,
Dual Autographs,DA-LC,Evan Carter,Texas Rangers,RC,
Dual Autographs,DA-LCA,Junior Caminero,Tampa Bay Rays,RC,
Dual Autographs,DA-LCA,Jordan Lawlar,Arizona Diamondbacks,RC,
Dual Autographs,DA-OR,Matt Olson,Atlanta Braves,,
Dual Autographs,DA-OR,Austin Riley,Atlanta Braves,,
Dual Autographs,DA-SJ,Paul Skenes,Pittsburgh Pirates,RC,
Dual Autographs,DA-SJ,Jared Jones,Pittsburgh Pirates,RC,
Dual Autographs,DA-VD,Jasson Domínguez,New York Yankees,RC,
Dual Autographs,DA-VD,Anthony Volpe,New York Yankees,,
Dual Autographs,DA-WC,Colton Cowser,Baltimore Orioles,RC,
Dual Autographs,DA-WC,Jordan Westburg,Baltimore Orioles,RC,
Dual Autographs,DA-WCA,Bobby Witt Jr.,Kansas City Royals,,
Dual Autographs,DA-WCA,Corbin Carroll,Arizona Diamondbacks,,
Dual Autographs,DA-YI,Yoshinobu Yamamoto,Los Angeles Dodgers,RC,
Dual Autographs,DA-YI,Shota Imanaga,Chicago Cubs,RC,
Gameday Gear Autograph Relic Book,GGAR-AC,Alexander Canario,Chicago Cubs,RC,
Gameday Gear Autograph Relic Book,GGAR-CC,Colton Cowser,Baltimore Orioles,RC,
Gameday Gear Autograph Relic Book,GGAR-CE,Christian Encarnacion-Strand,Cincinnati Reds,RC,
Gameday Gear Autograph Relic Book,GGAR-CM,Curtis Mead,Tampa Bay Rays,RC,
Gameday Gear Autograph Relic Book,GGAR-CR,Ceddanne Rafaela,Boston Red Sox,RC,
Gameday Gear Autograph Relic Book,GGAR-EC,Evan Carter,Texas Rangers,RC,
Gameday Gear Autograph Relic Book,GGAR-ED,Elly De La Cruz,Cincinnati Reds,RC,
Gameday Gear Autograph Relic Book,GGAR-EP,Everson Pereira,New York Yankees,RC,
Gameday Gear Autograph Relic Book,GGAR-HD,Henry Davis,Pittsburgh Pirates,RC,
Gameday Gear Autograph Relic Book,GGAR-HK,Heston Kjerstad,Baltimore Orioles,RC,
Gameday Gear Autograph Relic Book,GGAR-JC,Jackson Chourio,Milwaukee Brewers,RC,
Gameday Gear Autograph Relic Book,GGAR-JCA,Junior Caminero,Tampa Bay Rays,RC,
Gameday Gear Autograph Relic Book,GGAR-JD,Jasson Domínguez,New York Yankees,RC,
Gameday Gear Autograph Relic Book,GGAR-JH,Jackson Holliday,Baltimore Orioles,RC,
Gameday Gear Autograph Relic Book,GGAR-JL,Jung Hoo Lee,San Francisco Giants,RC,
Gameday Gear Autograph Relic Book,GGAR-JLA,Jordan Lawlar,Arizona Diamondbacks,RC,
Gameday Gear Autograph Relic Book,GGAR-JW,Jordan Westburg,Baltimore Orioles,RC,
Gameday Gear Autograph Relic Book,GGAR-KP,Kyren Paris,Los Angeles Angels,RC,
Gameday Gear Autograph Relic Book,GGAR-LM,Luis Matos,San Francisco Giants,RC,
Gameday Gear Autograph Relic Book,GGAR-NG,Nick Gonzales,Pittsburgh Pirates,RC,
Gameday Gear Autograph Relic Book,GGAR-NL,Nick Loftin,Kansas City Royals,RC,
Gameday Gear Autograph Relic Book,GGAR-NM,Noelvi Marte,Cincinnati Reds,RC,
Gameday Gear Autograph Relic Book,GGAR-NS,Nolan Schanuel,Los Angeles Angels,RC,
Gameday Gear Autograph Relic Book,GGAR-PC,Pete Crow-Armstrong,Chicago Cubs,RC,
Gameday Gear Autograph Relic Book,GGAR-PS,Paul Skenes,Pittsburgh Pirates,RC,
Gameday Gear Autograph Relic Book,GGAR-RM,Ronny Mauricio,New York Mets,RC,
Gameday Gear Autograph Relic Book,GGAR-SF,Sal Frelick,Milwaukee Brewers,RC,
Gameday Gear Autograph Relic Book,GGAR-SI,Shota Imanaga,Chicago Cubs,RC,
Gameday Gear Autograph Relic Book,GGAR-TB,Tyler Black,Milwaukee Brewers,RC,
Gameday Gear Autograph Relic Book,GGAR-TS,Tyler Soderstrom,Oakland Athletics,RC,
Gameday Gear Autograph Relic Book,GGAR-WL,Wyatt Langford,Texas Rangers,RC,
Gameday Gear Autograph Relic Book,GGAR-YY,Yoshinobu Yamamoto,Los Angeles Dodgers,RC,
Gameday Gear Autograph Relic Book,GGAR-ZG,Zack Gelof,Oakland Athletics,RC,
Immersion Autographs,IA-AR,Adley Rutschman,Baltimore Orioles,,
Immersion Autographs,IA-AV,Anthony Volpe,New York Yankees,,
Immersion Autographs,IA-BW,Bobby Witt Jr.,Kansas City Royals,,
Immersion Autographs,IA-CC,Corbin Carroll,Arizona Diamondbacks,,
Immersion Autographs,IA-CS,Corey Seager,Texas Rangers,,
Immersion Autographs,IA-EC,Evan Carter,Texas Rangers,RC,
Immersion Autographs,IA-ED,Elly De La Cruz,Cincinnati Reds,RC,
Immersion Autographs,IA-FT,Fernando Tatis Jr.,San Diego Padres,,
Immersion Autographs,IA-GH,Gunnar Henderson,Baltimore Orioles,,
Immersion Autographs,IA-JC,Junior Caminero,Tampa Bay Rays,RC,
Immersion Autographs,IA-JD,Jasson Domínguez,New York Yankees,RC,
Immersion Autographs,IA-JH,Jackson Holliday,Baltimore Orioles,RC,
Immersion Autographs,IA-JL,Jordan Lawlar,Arizona Diamondbacks,RC,
Immersion Autographs,IA-JM,Jackson Merrill,San Diego Padres,RC,
Immersion Autographs,IA-JS,Juan Soto,New York Yankees,,
Immersion Autographs,IA-MT,Mike Trout,Los Angeles Angels,,
Immersion Autographs,IA-PC,Pete Crow-Armstrong,Chicago Cubs,RC,
Immersion Autographs,IA-PS,Paul Skenes,Pittsburgh Pirates,RC,
Immersion Autographs,IA-RA,Ronald Acuña Jr.,Atlanta Braves,,
Immersion Autographs,IA-SI,Shota Imanaga,Chicago Cubs,RC,
Immersion Autographs,IA-WL,Wyatt Langford,Texas Rangers,RC,
Immersion Autographs,IA-YY,Yoshinobu Yamamoto,Los Angeles Dodgers,RC,
Quad Relic Autographs,QRA-CC,Colton Cowser,Baltimore Orioles,RC,
Quad Relic Autographs,QRA-CR,Ceddanne Rafaela,Boston Red Sox,RC,
Quad Relic Autographs,QRA-EC,Evan Carter,Texas Rangers,RC,
Quad Relic Autographs,QRA-ED,Elly De La Cruz,Cincinnati Reds,RC,
Quad Relic Autographs,QRA-HK,Heston Kjerstad,Baltimore Orioles,RC,
Quad Relic Autographs,QRA-JC,Junior Caminero,Tampa Bay Rays,RC,
Quad Relic Autographs,QRA-JCH,Jackson Chourio,Milwaukee Brewers,RC,
Quad Relic Autographs,QRA-JD,Jasson Domínguez,New York Yankees,RC,
Quad Relic Autographs,QRA-JHO,Jackson Holliday,Baltimore Orioles,RC,
Quad Relic Autographs,QRA-JL,Jordan Lawlar,Arizona Diamondbacks,RC,
Quad Relic Autographs,QRA-JW,Jordan Westburg,Baltimore Orioles,RC,
Quad Relic Autographs,QRA-NS,Nolan Schanuel,Los Angeles Angels,RC,
Quad Relic Autographs,QRA-PC,Pete Crow-Armstrong,Chicago Cubs,RC,
Quad Relic Autographs,QRA-PS,Paul Skenes,Pittsburgh Pirates,RC,
Quad Relic Autographs,QRA-RM,Ronny Mauricio,New York Mets,RC,
Quad Relic Autographs,QRA-SF,Sal Frelick,Milwaukee Brewers,RC,
Quad Relic Autographs,QRA-SI,Shota Imanaga,Chicago Cubs,RC,
Quad Relic Autographs,QRA-WL,Wyatt Langford,Texas Rangers,RC,
Quad Relic Autographs,QRA-YY,Yoshinobu Yamamoto,Los Angeles Dodgers,RC,
Silver Signings,SS-AJ,Aaron Judge,New York Yankees,,
Silver Signings,SS-ARU,Adley Rutschman,Baltimore Orioles,,
Silver Signings,SS-BW,Bobby Witt Jr.,Kansas City Royals,,
Silver Signings,SS-CC,Corbin Carroll,Arizona Diamondbacks,,
Silver Signings,SS-CCO,Colton Cowser,Baltimore Orioles,RC,
Silver Signings,SS-ED,Elly De La Cruz,Cincinnati Reds,RC,
Silver Signings,SS-GS,George Springer,Toronto Blue Jays,,
Silver Signings,SS-HK,Heston Kjerstad,Baltimore Orioles,RC,
Silver Signings,SS-JC,Jackson Chourio,Milwaukee Brewers,RC,
Silver Signings,SS-JD,Jasson Domínguez,New York Yankees,RC,
Silver Signings,SS-JH,Jackson Holliday,Baltimore Orioles,RC,
Silver Signings,SS-JM,Jackson Merrill,San Diego Padres,RC,
Silver Signings,SS-MT,Mike Trout,Los Angeles Angels,,
Silver Signings,SS-NM,Noelvi Marte,Cincinnati Reds,RC,
Silver Signings,SS-NS,Nolan Schanuel,Los Angeles Angels,RC,
Silver Signings,SS-PC,Pete Crow-Armstrong,Chicago Cubs,RC,
Silver Signings,SS-PS,Paul Skenes,Pittsburgh Pirates,RC,
Silver Signings,SS-RA,Ronald Acuña Jr.,Atlanta Braves,,
Silver Signings,SS-RM,Ronny Mauricio,New York Mets,RC,
Silver Signings,SS-SI,Shota Imanaga,Chicago Cubs,RC,
Silver Signings,SS-SO,Shohei Ohtani,Los Angeles Dodgers,,
Silver Signings,SS-TT,Trea Turner,Philadelphia Phillies,,
Silver Signings,SS-WL,Wyatt Langford,Texas Rangers,RC,
Silver Signings,SS-YY,Yoshinobu Yamamoto,Los Angeles Dodgers,RC,
Triple Autographs,TA-ADW,Elly De La Cruz,Cincinnati Reds,RC,
Triple Autographs,TA-ADW,Ronald Acuña Jr.,Atlanta Braves,,
Triple Autographs,TA-ADW,Bobby Witt Jr.,Kansas City Royals,,
Triple Autographs,TA-HCM,Jackson Holliday,Baltimore Orioles,RC,
Triple Autographs,TA-HCM,Jackson Chourio,Milwaukee Brewers,RC,
Triple Autographs,TA-HCM,Jackson Merrill,San Diego Padres,RC,
Triple Autographs,TA-HRH,Jackson Holliday,Baltimore Orioles,RC,
Triple Autographs,TA-HRH,Gunnar Henderson,Baltimore Orioles,,
Triple Autographs,TA-HRH,Adley Rutschman,Baltimore Orioles,,
Triple Autographs,TA-RAS,Ronald Acuña Jr.,Atlanta Braves,,
Triple Autographs,TA-RAS,Julio Rodríguez,Seattle Mariners,,
Triple Autographs,TA-RAS,Juan Soto,New York Yankees,,
Triple Autographs,TA-YLI,Yoshinobu Yamamoto,Los Angeles Dodgers,RC,
Triple Autographs,TA-YLI,Shota Imanaga,Chicago Cubs,RC,
Triple Autographs,TA-YLI,Jung Hoo Lee,San Francisco Giants,RC,
Charged Particles Autographs,CPA-AG,Adolis García,Texas Rangers,,
Charged Particles Autographs,CPA-AR,Austin Riley,Atlanta Braves,,
Charged Particles Autographs,CPA-CC,Colton Cowser,Baltimore Orioles,RC,
Charged Particles Autographs,CPA-CCA,Corbin Carroll,Arizona Diamondbacks,,
Charged Particles Autographs,CPA-CR,Ceddanne Rafaela,Boston Red Sox,RC,
Charged Particles Autographs,CPA-EC,Evan Carter,Texas Rangers,RC,
Charged Particles Autographs,CPA-JC,Jackson Chourio,Milwaukee Brewers,RC,
Charged Particles Autographs,CPA-JH,Jung Hoo Lee,San Francisco Giants,RC,
Charged Particles Autographs,CPA-JR,José Ramírez,Cleveland Guardians,,
Charged Particles Autographs,CPA-JW,Jordan Westburg,Baltimore Orioles,RC,
Charged Particles Autographs,CPA-KB,Kris Bryant,Colorado Rockies,,
Charged Particles Autographs,CPA-KT,Kyle Tucker,Houston Astros,,
Charged Particles Autographs,CPA-MM,Manny Machado,San Diego Padres,,
Charged Particles Autographs,CPA-MO,Matt Olson,Atlanta Braves,,
Charged Particles Autographs,CPA-NS,Nolan Schanuel,Los Angeles Angels,RC,
Charged Particles Autographs,CPA-OA,Ozzie Albies,Atlanta Braves,,
Charged Particles Autographs,CPA-PA,Pete Alonso,New York Mets,,
Charged Particles Autographs,CPA-PS,Paul Skenes,Pittsburgh Pirates,RC,
Charged Particles Autographs,CPA-RA,Randy Arozarena,Seattle Mariners,,
Charged Particles Autographs,CPA-RM,Ronny Mauricio,New York Mets,RC,
Charged Particles Autographs,CPA-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,,
Charged Particles Autographs,CPA-ZG,Zack Gelof,Oakland Athletics,RC,
MLB First Milestones Autograph Relics,FMAR-AC,Alexander Canario,Chicago Cubs,RC,
MLB First Milestones Autograph Relics,FMAR-AM,Austin Martin,Minnesota Twins,RC,
MLB First Milestones Autograph Relics,FMAR-AP,Andy Pages,Los Angeles Dodgers,RC,
MLB First Milestones Autograph Relics,FMAR-BR,Bryan Ramos,Chicago White Sox,RC,
MLB First Milestones Autograph Relics,FMAR-CC,Colton Cowser,Baltimore Orioles,RC,
MLB First Milestones Autograph Relics,FMAR-CK,Colt Keith,Detroit Tigers,RC,
MLB First Milestones Autograph Relics,FMAR-CM,Curtis Mead,Tampa Bay Rays,RC,
MLB First Milestones Autograph Relics,FMAR-CR,Ceddanne Rafaela,Boston Red Sox,RC,
MLB First Milestones Autograph Relics,FMAR-ER,Endy Rodríguez,Pittsburgh Pirates,RC,
MLB First Milestones Autograph Relics,FMAR-GP,Graham Pauley,San Diego Padres,RC,
MLB First Milestones Autograph Relics,FMAR-HK,Heston Kjerstad,Baltimore Orioles,RC,
MLB First Milestones Autograph Relics,FMAR-JA,Jordyn Adams,Los Angeles Angels,RC,
MLB First Milestones Autograph Relics,FMAR-JB,Jordan Beck,Colorado Rockies,RC,
MLB First Milestones Autograph Relics,FMAR-JC,Jonatan Clase,Seattle Mariners,RC,
MLB First Milestones Autograph Relics,FMAR-JCA,Junior Caminero,Tampa Bay Rays,RC,
MLB First Milestones Autograph Relics,FMAR-JCH,Jackson Chourio,Milwaukee Brewers,RC,
MLB First Milestones Autograph Relics,FMAR-JF,Justin Foscue,Texas Rangers,RC,
MLB First Milestones Autograph Relics,FMAR-JHO,Jung Hoo Lee,San Francisco Giants,RC,
MLB First Milestones Autograph Relics,FMAR-JL,Joey Loperfido,Houston Astros,RC,
MLB First Milestones Autograph Relics,FMAR-JM,Jackson Merrill,San Diego Padres,RC,
MLB First Milestones Autograph Relics,FMAR-JY,Jacob Young,Washington Nationals,RC,
MLB First Milestones Autograph Relics,FMAR-KM,Kyle Manzardo,Cleveland Guardians,RC,
MLB First Milestones Autograph Relics,FMAR-LM,Luis Matos,San Francisco Giants,RC,
MLB First Milestones Autograph Relics,FMAR-ML,Marco Luciano,San Francisco Giants,RC,
MLB First Milestones Autograph Relics,FMAR-MW,Masyn Winn,St Louis Cardinals,RC,
MLB First Milestones Autograph Relics,FMAR-NG,Nick Gonzales,Pittsburgh Pirates,RC,
MLB First Milestones Autograph Relics,FMAR-NL,Nick Loftin,Kansas City Royals,RC,
MLB First Milestones Autograph Relics,FMAR-PC,Pete Crow-Armstrong,Chicago Cubs,RC,
MLB First Milestones Autograph Relics,FMAR-TL,Trey Lipscomb,Washington Nationals,RC,
MLB First Milestones Autograph Relics,FMAR-WL,Wyatt Langford,Texas Rangers,RC,
MLB First Milestones Autograph Relics,FMAR-WM,Wade Meckler,San Francisco Giants,RC,
MLB First Milestones Autograph Relics,FMAR-ZG,Zack Gelof,Oakland Athletics,RC,
Transformation Autographs,ITA-AD,Andre Dawson,Chicago Cubs,,
Transformation Autographs,ITA-AP,Albert Pujols,St Louis Cardinals,,
Transformation Autographs,ITA-CJ,Chipper Jones,Atlanta Braves,,
Transformation Autographs,ITA-CK,Clayton Kershaw,Los Angeles Dodgers,,
Transformation Autographs,ITA-EL,Evan Longoria,Arizona Diamondbacks,,
Transformation Autographs,ITA-EM,Edgar Martinez,Seattle Mariners,,
Transformation Autographs,ITA-FT,Frank Thomas,Chicago White Sox,,
Transformation Autographs,ITA-JD,Johnny Damon,Boston Red Sox,,
Transformation Autographs,ITA-JM,J.D. Martinez,New York Mets,,
Transformation Autographs,ITA-JV,Joey Votto,Cincinnati Reds,,
Transformation Autographs,ITA-NA,Nolan Arenado,St Louis Cardinals,,
Transformation Autographs,ITA-NR,Nolan Ryan,New York Mets,,
Transformation Autographs,ITA-PF,Prince Fielder,Milwaukee Brewers,,
Dawn Of Greatness Autographs,DGA-DO,David Ortiz,Minnesota Twins,,
Dawn Of Greatness Autographs,DGA-DS,Darryl Strawberry,New York Mets,,
Dawn Of Greatness Autographs,DGA-GB,George Brett,Kansas City Royals,,
Dawn Of Greatness Autographs,DGA-GS,Gary Sheffield,Milwaukee Brewers,,
Dawn Of Greatness Autographs,DGA-IR,Ivan Rodriguez,Texas Rangers,,
Dawn Of Greatness Autographs,DGA-JS,Johan Santana,Minnesota Twins,,
Dawn Of Greatness Autographs,DGA-OS,Ozzie Smith,St Louis Cardinals,,
Dawn Of Greatness Autographs,DGA-RCL,Roger Clemens,Boston Red Sox,,
Dawn Of Greatness Autographs,DGA-RH,Rickey Henderson,Oakland Athletics,,
Dawn Of Greatness Autographs,DGA-RJ,Reggie Jackson,Oakland Athletics,,
Dawn Of Greatness Autographs,DGA-SK,Sandy Koufax,Los Angeles Dodgers,,
Dawn Of Greatness Autographs,DGA-TH,Trevor Hoffman,San Diego Padres,,
Base Cards Short Prints,101,Julio Rodríguez,Seattle Mariners,,
Base Cards Short Prints,102,Ronald Acuña Jr.,Atlanta Braves,,
Base Cards Short Prints,103,Curtis Mead,Tampa Bay Rays,RC,
Base Cards Short Prints,104,Bobby Witt Jr.,Kansas City Royals,,
Base Cards Short Prints,105,Mookie Betts,Los Angeles Dodgers,,
Base Cards Short Prints,106,Jack Leiter,Texas Rangers,RC,
Base Cards Short Prints,107,Colton Cowser,Baltimore Orioles,RC,
Base Cards Short Prints,108,Ozzie Albies,Atlanta Braves,,
Base Cards Short Prints,109,Bryce Harper,Philadelphia Phillies,,
Base Cards Short Prints,110,Gunnar Henderson,Baltimore Orioles,,
Base Cards Short Prints,111,Jose Altuve,Houston Astros,,
Base Cards Short Prints,112,José Ramírez,Cleveland Guardians,,
Base Cards Short Prints,113,Pete Alonso,New York Mets,,
Base Cards Short Prints,114,Henry Davis,Pittsburgh Pirates,RC,
Base Cards Short Prints,115,Fernando Tatis Jr.,San Diego Padres,,
Base Cards Short Prints,116,Corbin Carroll,Arizona Diamondbacks,,
Base Cards Short Prints,117,Bo Bichette,Toronto Blue Jays,,
Base Cards Short Prints,118,Colt Keith,Detroit Tigers,RC,
Base Cards Short Prints,119,Jackson Merrill,San Diego Padres,RC,
Base Cards Short Prints,120,Adolis García,Texas Rangers,,
Base Cards Short Prints,121,Christian Encarnacion-Strand,Cincinnati Reds,RC,
Base Cards Short Prints,122,Juan Soto,New York Yankees,,
Base Cards Short Prints,123,Jorge Barrosa,Arizona Diamondbacks,RC,
Base Cards Short Prints,124,Matt Olson,Atlanta Braves,,
Base Cards Short Prints,125,Pete Crow-Armstrong,Chicago Cubs,RC,
