Variety,Card Number,Player/Athlete,Team,Rookie,Parallel
1983 Fan Favorites Autographs,83FF-JC,Joe Carter,Toronto Blue Jays,,
1983 Fan Favorites Autographs,83FF-JH,Jonah Heim,Texas Rangers,,
1983 Fan Favorites Autographs,83FF-JJ,Jared Jones,Pittsburgh Pirates,,
1983 Fan Favorites Autographs,83FF-JK,Jason Kendall,Pittsburgh Pirates,,
1983 Fan Favorites Autographs,83FF-JW,Jordan Westburg,Baltimore Orioles,,
1983 Fan Favorites Autographs,83FF-LN,Lars Nootbaar,St. Louis Cardinals,,
1983 Fan Favorites Autographs,83FF-LR,Lyon Richardson,Cincinnati Reds,,
1983 Fan Favorites Autographs,83FF-MH,Matt Holliday,St. Louis Cardinals,,
1983 Fan Favorites Autographs,83FF-OB,Osleivis Basabe,Tampa Bay Rays,,
1983 Fan Favorites Autographs,83FF-OW,Owen White,Texas Rangers,,
1983 Fan Favorites Autographs,83FF-QP,Quinn Priester,Pittsburgh Pirates,,
1983 Fan Favorites Autographs,83FF-TC,Triston Casas,Boston Red Sox,,
1990 Batting Leaders Autographs,90BLA-AB,Adrián Beltré,Texas Rangers,,
1990 Batting Leaders Autographs,90BLA-AD,Andre Dawson,Montréal Expos,,
1990 Batting Leaders Autographs,90BLA-BW,Billy Williams,Chicago Cubs,,
1990 Batting Leaders Autographs,90BLA-CB,Carlos Beltrán,New York Mets,,
1990 Batting Leaders Autographs,90BLA-CJ,Chipper Jones,Atlanta Braves,,
1990 Batting Leaders Autographs,90BLA-CR,Cal Ripken Jr.,Baltimore Orioles,,
1990 Batting Leaders Autographs,90BLA-DM,Don Mattingly,New York Yankees,,
1990 Batting Leaders Autographs,90BLA-DW,Dave Winfield,San Diego Padres,,
1990 Batting Leaders Autographs,90BLA-EM,Eddie Murray,Baltimore Orioles,,
1990 Batting Leaders Autographs,90BLA-GS,Gary Sheffield,Los Angeles Dodgers,,
1990 Batting Leaders Autographs,90BLA-HB,Harold Baines,Chicago White Sox,,
1990 Batting Leaders Autographs,90BLA-IR,Ivan Rodriguez,Texas Rangers,,
1990 Batting Leaders Autographs,90BLA-JD,Johnny Damon,Boston Red Sox,,
1990 Batting Leaders Autographs,90BLA-PM,Paul Molitor,Milwaukee Brewers,,
1990 Batting Leaders Autographs,90BLA-RCA,Rod Carew,Minnesota Twins,,
1990 Batting Leaders Autographs,90BLA-RH,Rickey Henderson,Oakland Athletics,,
1990 Batting Leaders Autographs,90BLA-RY,Robin Yount,Milwaukee Brewers,,
1990 Batting Leaders Autographs,90BLA-WB,Wade Boggs,Boston Red Sox,,
1990 Topps Batting Leaders,90BL-1,Jose Altuve,Houston Astros,,
1990 Topps Batting Leaders,90BL-2,Freddie Freeman,Los Angeles Dodgers,,
1990 Topps Batting Leaders,90BL-3,Mike Trout,Los Angeles Angels,,
1990 Topps Batting Leaders,90BL-4,Trea Turner,Philadelphia Phillies,,
1990 Topps Batting Leaders,90BL-5,Mookie Betts,Los Angeles Dodgers,,
1990 Topps Batting Leaders,90BL-6,Joey Votto,Cincinatti Reds,,
1990 Topps Batting Leaders,90BL-7,Charlie Blackmon,Colorado Rockies,,
1990 Topps Batting Leaders,90BL-8,DJ LeMahieu,New York Yankees,,
1990 Topps Batting Leaders,90BL-9,Paul Goldschmidt,St. Louis Cardinals,,
1990 Topps Batting Leaders,90BL-10,Corey Seager,Texas Rangers,,
1990 Topps Batting Leaders,90BL-11,Ronald Acuña Jr.,Atlanta Braves,,
1990 Topps Batting Leaders,90BL-12,Xander Bogaerts,San Diego Padres,,
1990 Topps Batting Leaders,90BL-13,J.D. Martinez,New York Mets,,
1990 Topps Batting Leaders,90BL-14,Starling Marte,New York Mets,,
1990 Topps Batting Leaders,90BL-15,Juan Soto,New York Yankees,,
1990 Topps Batting Leaders,90BL-16,Christian Yelich,Milwaukee Brewers,,
1990 Topps Batting Leaders,90BL-17,Nolan Arenado,St. Louis Cardinals,,
1990 Topps Batting Leaders,90BL-18,Justin Turner,Seattle Mariners,,
1990 Topps Batting Leaders,90BL-19,José Abreu,Houston Astros,,
1990 Topps Batting Leaders,90BL-20,Anthony Rendon,Los Angeles Angels,,
1990 Topps Batting Leaders,90BL-21,Whit Merrifield,Atlanta Braves,,
1990 Topps Batting Leaders,90BL-22,Aaron Judge,New York Yankees,,
1990 Topps Batting Leaders,90BL-23,Bryce Harper,Philadelphia Phillies,,
1990 Topps Batting Leaders,90BL-24,Rafael Devers,Boston Red Sox,,
1990 Topps Batting Leaders,90BL-25,Vladimir Guerrero Jr.,Toronto Blue Jays,,
1994 Topps Design Variations,206,Riley Greene,Detroit Tigers,,
1994 Topps Design Variations,211,Corbin Burnes,Baltimore Orioles,,
1994 Topps Design Variations,217,Mike Trout,Los Angeles Angels,,
1994 Topps Design Variations,223,Evan Carter,Texas Rangers,,
1994 Topps Design Variations,230,Matt Olson,Atlanta Braves,,
1994 Topps Design Variations,245,Shota Imanaga,Chicago Cubs,,
1994 Topps Design Variations,247,Francisco Lindor,New York Mets,,
1994 Topps Design Variations,250,Shohei Ohtani,Los Angeles Dodgers,,
1994 Topps Design Variations,272,Colt Keith,Detroit Tigers,,
1994 Topps Design Variations,274,Bo Bichette,Toronto Blue Jays,,
1994 Topps Design Variations,283,Paul Goldschmidt,St. Louis Cardinals,,
1994 Topps Design Variations,289,Juan Soto,New York Yankees,,
1994 Topps Design Variations,292,Trea Turner,Philadelphia Phillies,,
1994 Topps Design Variations,293,Jackson Holliday,Baltimore Orioles,,
1994 Topps Design Variations,300,Elly De La Cruz,Cincinnati Reds,,
1994 Topps Image Variations,223,Evan Carter,Texas Rangers,,
1994 Topps Image Variations,293,Jackson Holliday,Baltimore Orioles,,
1994 Topps Image Variations,300,Elly De La Cruz,Cincinnati Reds,,
1995 At the Break,95ATB-1,Aaron Judge,New York Yankees,,
1995 At the Break,95ATB-2,Juan Soto,New York Yankees,,
1995 At the Break,95ATB-3,Elly De La Cruz,Cincinnati Reds,,
1995 At the Break,95ATB-4,Gunnar Henderson,Baltimore Orioles,,
1995 At the Break,95ATB-5,Mookie Betts,Los Angeles Dodgers,,
1995 At the Break,95ATB-6,Bobby Witt Jr.,Kansas City Royals,,
1995 At the Break,95ATB-7,Kyle Tucker,Houston Astros,,
1995 At the Break,95ATB-8,Seth Lugo,Kansas City Royals,,
1995 At the Break,95ATB-9,Tarik Skubal,Detroit Tigers,,
1995 At the Break,95ATB-10,Anthony Volpe,New York Yankees,,
1995 At the Break,95ATB-11,Ranger Suárez,Philadelphia Phillies,,
1995 At the Break,95ATB-12,Ketel Marte,Arizona Diamondbacks,,
1995 At the Break,95ATB-13,José Ramírez,Cleveland Guardians,,
1995 At the Break,95ATB-14,William Contreras,Milwaukee Brewers,,
1995 At the Break,95ATB-15,Shota Imanaga,Chicago Cubs,,
1995 At the Break,95ATB-16,Ronel Blanco,Houston Astros,,
1995 At the Break,95ATB-17,Marcus Semien,Texas Rangers,,
1995 At the Break,95ATB-18,Masyn Winn,St. Louis Cardinals,,
1995 At the Break,95ATB-19,Bryce Harper,Philadelphia Phillies,,
1995 At the Break,95ATB-20,Adley Rutschman,Baltimore Orioles,,
1995 At the Break,95ATB-21,Matt Chapman,San Francisco Giants,,
1995 At the Break,95ATB-22,Jarren Duran,Boston Red Sox,,
1995 At the Break,95ATB-23,Brent Rooker,Oakland Athletics,,
1995 At the Break,95ATB-24,Luis Gil,New York Yankees,,
1995 At the Break,95ATB-25,Jordan Westburg,Baltimore Orioles,,
1995 At the Break Autographs,95ATBA-AJ,Aaron Judge,New York Yankees,,
1995 At the Break Autographs,95ATBA-AP,Albert Pujols,St. Louis Cardinals,,
1995 At the Break Autographs,95ATBA-AR,Alex Rodriguez,New York Yankees,,
1995 At the Break Autographs,95ATBA-CY,Christian Yelich,Milwaukee Brewers,,
1995 At the Break Autographs,95ATBA-DJ,Derek Jeter,New York Yankees,,
1995 At the Break Autographs,95ATBA-DO,David Ortiz,Boston Red Sox,,
1995 At the Break Autographs,95ATBA-DS,Darryl Strawberry,New York Mets,,
1995 At the Break Autographs,95ATBA-I,Ichiro,Seattle Mariners,,
1995 At the Break Autographs,95ATBA-JR,Jose Reyes,New York Mets,,
1995 At the Break Autographs,95ATBA-KG,Ken Griffey Jr.,Seattle Mariners,,
1995 At the Break Autographs,95ATBA-MR,Mariano Rivera,New York Yankees,,
1995 At the Break Autographs,95ATBA-PA,Pete Alonso,New York Mets,,
1995 At the Break Autographs,95ATBA-PM,Pedro Martinez,Boston Red Sox,,
1995 At the Break Autographs,95ATBA-RC,Roger Clemens,Boston Red Sox,,
1995 At the Break Autographs,95ATBA-RJ,Randy Johnson,Arizona Diamondbacks,,
1995 At the Break Autographs,95ATBA-SS,Spencer Strider,Atlanta Braves,,
1995 At the Break Autographs,95ATBA-TO,Tony Oliva,Minnesota Twins,,
1995 At the Break Autographs,95ATBA-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,,
1995 At the Break Autographs,95ATBA-WC,Will Clark,San Francisco Giants,,
1995 Fan Favorites Autographs,95FF-AG,Alex Gordon,Kansas City Royals,,
1995 Fan Favorites Autographs,95FF-AM,Alec Marsh,Kansas City Royals,,
1995 Fan Favorites Autographs,95FF-CE,Christian Encarnacion-Strand,Cincinnati Reds,,
1995 Fan Favorites Autographs,95FF-DS,Dave Stieb,Toronto Blue Jays,,
1995 Fan Favorites Autographs,95FF-EP,Everson Pereira,New York Yankees,,
1995 Fan Favorites Autographs,95FF-JK,Jimmy Key,Toronto Blue Jays,,
1995 Fan Favorites Autographs,95FF-JW,Jordan Wicks,Chicago Cubs,,
1995 Fan Favorites Autographs,95FF-KM,Kyle Manzardo,Cleveland Guardians,,
1995 Fan Favorites Autographs,95FF-LM,Luis Matos,San Francisco Giants,,
1995 Fan Favorites Autographs,95FF-NL,Nick Loftin,Kansas City Royals,,
1995 Fan Favorites Autographs,95FF-NLO,Nathaniel Lowe,Texas Rangers,,
1995 Fan Favorites Autographs,95FF-PM,Parker Meadows,Detroit Tigers,,
1995 Fan Favorites Autographs,95FF-RG,Robert Gasser,Milwaukee Brewers,,
1995 Fan Favorites Autographs,95FF-RM,Ryan Mountcastle,Baltimore Orioles,,
1995 Fan Favorites Autographs,95FF-SG,Sonny Gray,St. Louis Cardinals,,
1995 Fan Favorites Autographs,95FF-SGA,Steve Garvey,Los Angeles Dodgers,,
1995 Fan Favorites Autographs,95FF-TC,Trey Cabbage,Houston Astros,,
1995 Fan Favorites Autographs,95FF-TH,Tim Hudson,Atlanta Braves,,
1995 Fan Favorites Autographs,95FF-TSI,Ted Simmons,St. Louis Cardinals,,
1995 Fan Favorites Autographs,95FF-TW,Tim Wallach,Montreal Expos,,
1995 Fan Favorites Autographs,95FF-VS,Victor Scott II,St. Louis Cardinals,,
1995 Fan Favorites Autographs,95FF-WM,Wade Meckler,San Francisco Giants,,
1995 Fan Favorites Autographs,95FF-ZR,Zach Remillard,Chicago White Sox,,
1999 New Breed,99NB-1,Elly De La Cruz,Cincinnati Reds,,
1999 New Breed,99NB-2,Jasson Domínguez,New York Yankees,,
1999 New Breed,99NB-3,Evan Carter,Texas Rangers,,
1999 New Breed,99NB-4,Wyatt Langford,Texas Rangers,,
1999 New Breed,99NB-5,Paul Skenes,Pittsburgh Pirates,,
1999 New Breed,99NB-6,Yoshinobu Yamamoto,Los Angeles Dodgers,,
1999 New Breed,99NB-7,Shota Imanaga,Chicago Cubs,,
1999 New Breed,99NB-8,Jung Hoo Lee,San Francisco Giants,,
1999 New Breed,99NB-9,Pete Crow-Armstrong,Chicago Cubs,,
1999 New Breed,99NB-10,Jackson Holliday,Baltimore Orioles,,
1999 New Breed,99NB-11,Jackson Merrill,San Diego Padres,,
1999 New Breed,99NB-12,Jackson Chourio,Milwaukee Brewers,,
1999 New Breed,99NB-13,Colt Keith,Detroit Tigers,,
1999 New Breed,99NB-14,Junior Caminero,Tampa Bay Rays,,
1999 New Breed,99NB-15,Jordan Lawlar,Arizona Diamondbacks,,
1999 New Breed,99NB-16,Masyn Winn,St. Louis Cardinals,,
1999 New Breed,99NB-17,Jordan Westburg,Baltimore Orioles,,
1999 New Breed,99NB-18,Colton Cowser,Baltimore Orioles,,
1999 New Breed,99NB-19,Heston Kjerstad,Baltimore Orioles,,
1999 New Breed,99NB-20,Nolan Schanuel,Los Angeles Angels,,
1999 New Breed,99NB-21,Marco Luciano,San Francisco Giants,,
1999 New Breed,99NB-22,Ceddanne Rafaela,Boston Red Sox,,
1999 New Breed,99NB-23,Jack Leiter,Texas Rangers,,
1999 New Breed,99NB-24,Jordan Beck,Colorado Rockies,,
1999 New Breed,99NB-25,Andy Pages,Los Angeles Dodgers,,
1999 New Breed Autographs,99NBA-AP,Andy Pages,Los Angeles Dodgers,,
1999 New Breed Autographs,99NBA-AR,Adley Rutschman,Baltimore Orioles,,
1999 New Breed Autographs,99NBA-CC,Colton Cowser,Baltimore Orioles,,
1999 New Breed Autographs,99NBA-CR,Ceddanne Rafaela,Boston Red Sox,,
1999 New Breed Autographs,99NBA-CS,Christian Scott,New York Mets,,
1999 New Breed Autographs,99NBA-EC,Evan Carter,Texas Rangers,,
1999 New Breed Autographs,99NBA-GH,Gunnar Henderson,Baltimore Orioles,,
1999 New Breed Autographs,99NBA-HD,Henry Davis,Pittsburgh Pirates,,
1999 New Breed Autographs,99NBA-HK,Heston Kjerstad,Baltimore Orioles,,
1999 New Breed Autographs,99NBA-JC,Jackson Chourio,Milwaukee Brewers,,
1999 New Breed Autographs,99NBA-JCA,Junior Caminero,Tampa Bay Rays,,
1999 New Breed Autographs,99NBA-JH,Jackson Holliday,Baltimore Orioles,,
1999 New Breed Autographs,99NBA-JHO,Jung Hoo Lee,San Francisco Giants,,
1999 New Breed Autographs,99NBA-JL,Jordan Lawlar,Arizona Diamondbacks,,
1999 New Breed Autographs,99NBA-JLO,Joey Loperfido,Houston Astros,,
1999 New Breed Autographs,99NBA-NM,Noelvi Marte,Cincinnati Reds,,
1999 New Breed Autographs,99NBA-NS,Nolan Schanuel,Los Angeles Angels,,
1999 New Breed Autographs,99NBA-PC,Pete Crow-Armstrong,Chicago Cubs,,
1999 New Breed Autographs,99NBA-PS,Paul Skenes,Pittsburgh Pirates,,
1999 New Breed Autographs,99NBA-SI,Shota Imanaga,Chicago Cubs,,
1999 New Breed Autographs,99NBA-WL,Wyatt Langford,Texas Rangers,,
2000 Fan Favorites Autographs,00FF-BW,Brandon Walter,Boston Red Sox,,
2000 Fan Favorites Autographs,00FF-CB,Clayton Beeter,New York Yankees,,
2000 Fan Favorites Autographs,00FF-JB,Jordan Beck,Colorado Rockies,,
2000 Fan Favorites Autographs,00FF-JF,Justin Foscue,Texas Rangers,,
2000 Fan Favorites Autographs,00FF-JM,Jackson Merrill,San Diego Padres,,
2000 Fan Favorites Autographs,00FF-JMA,Justin Martinez,Arizona Diamondbacks,,
2000 Fan Favorites Autographs,00FF-JO,Jonathan Ornelas,Texas Rangers,,
2000 Fan Favorites Autographs,00FF-JT,José Tena,Cleveland Guardians,,
2000 Fan Favorites Autographs,00FF-ML,Marco Luciano,San Francisco Giants,,
2000 Fan Favorites Autographs,00FF-NC,Nestor Cortes,New York Yankees,,
2000 Fan Favorites Autographs,00FF-PB,Prelander Berroa,Seattle Mariners,,
2000 Fan Favorites Autographs,00FF-RD,RA Dickey,New York Mets,,
2000 Fan Favorites Autographs,00FF-RDE,Ryan Dempster,Chicago Cubs,,
2000 Fan Favorites Autographs,00FF-RM,Ronny Mauricio,New York Mets,,
2000 Fan Favorites Autographs,00FF-RZ,Ryan Zimmerman,Washington Nationals,,
2000 Fan Favorites Autographs,00FF-SC,Slade Cecconi,Arizona Diamondbacks,,
2000 Fan Favorites Autographs,00FF-SG,Shawn Green,Los Angeles Dodgers,,
2000 Fan Favorites Autographs,00FF-TF,Terry Francona,Montréal Expos,,
2000 Fan Favorites Autographs,00FF-WA,Wilyer Abreu,Boston Red Sox,,
2000 Fan Favorites Autographs,00FF-YR,Yariel Rodríguez,Toronto Blue Jays,,
2006 Own the Game,06OTG-1,Aaron Judge,New York Yankees,,
2006 Own the Game,06OTG-2,José Ramírez,Cleveland Guardians,,
2006 Own the Game,06OTG-3,Bobby Witt Jr.,Kansas City Royals,,
2006 Own the Game,06OTG-4,Bryce Harper,Philadelphia Phillies,,
2006 Own the Game,06OTG-5,William Contreras,Milwaukee Brewers,,
2006 Own the Game,06OTG-6,Anthony Volpe,New York Yankees,,
2006 Own the Game,06OTG-7,Gunnar Henderson,Baltimore Orioles,,
2006 Own the Game,06OTG-8,Elly De La Cruz,Cincinnati Reds,,
2006 Own the Game,06OTG-9,Alec Bohm,Philadelphia Phillies,,
2006 Own the Game,06OTG-10,Matt Chapman,San Francisco Giants,,
2006 Own the Game,06OTG-11,Freddie Freeman,Los Angeles Dodgers,,
2006 Own the Game,06OTG-12,Luis Arraez,San Diego Padres,,
2006 Own the Game,06OTG-13,Shohei Ohtani,Los Angeles Dodgers,,
2006 Own the Game,06OTG-14,Juan Soto,New York Yankees,,
2006 Own the Game,06OTG-15,Mookie Betts,Los Angeles Dodgers,,
2006 Own the Game,06OTG-16,Ranger Suárez,Philadelphia Phillies,,
2006 Own the Game,06OTG-17,Tarik Skubal,Detroit Tigers,,
2006 Own the Game,06OTG-18,Corbin Burnes,Baltimore Orioles,,
2006 Own the Game,06OTG-19,Ronel Blanco,Houston Astros,,
2006 Own the Game,06OTG-20,Tyler Glasnow,Los Angeles Dodgers,,
2006 Own the Game,06OTG-21,Dylan Cease,San Diego Padres,,
2006 Own the Game,06OTG-22,Zack Wheeler,Philadelphia Phillies,,
2006 Own the Game,06OTG-23,Seth Lugo,Kansas City Royals,,
2006 Own the Game,06OTG-24,Luis Gil,New York Yankees,,
2006 Own the Game,06OTG-25,Carlos Rodón,New York Yankees,,
2006 Own the Game Autographs,06OGA-AJ,Andruw Jones,Atlanta Braves,,
2006 Own the Game Autographs,06OGA-CD,Chili Davis,Los Angeles Angels,,
2006 Own the Game Autographs,06OGA-CL,Cliff Lee,Philadelphia Phillies,,
2006 Own the Game Autographs,06OGA-DC,David Cone,New York Yankees,,
2006 Own the Game Autographs,06OGA-DL,Derrek Lee,Chicago Cubs,,
2006 Own the Game Autographs,06OGA-DW,Dontrelle Willis,Florida Marlins,,
2006 Own the Game Autographs,06OGA-HP,Hunter Pence,Philadelphia Phillies,,
2006 Own the Game Autographs,06OGA-JE,Jim Edmonds,St. Louis Cardinals,,
2006 Own the Game Autographs,06OGA-JF,Julio Franco,Texas Rangers,,
2006 Own the Game Autographs,06OGA-JG,Juan Gonzalez,Texas Rangers,,
2006 Own the Game Autographs,06OGA-JK,John Kruk,Philadelphia Phillies,,
2006 Own the Game Autographs,06OGA-JS,Johan Santana,Minnesota Twins,,
2006 Own the Game Autographs,06OGA-KW,Kerry Wood,Chicago Cubs,,
2006 Own the Game Autographs,06OGA-MB,Mark Buehrle,Chicago White Sox,,
2006 Own the Game Autographs,06OGA-MW,Matt Williams,San Francisco Giants,,
2006 Own the Game Autographs,06OGA-PK,Paul Konerko,Chicago White Sox,,
2006 Own the Game Autographs,06OGA-RF,Rafael Furcal,Atlanta Braves,,
2006 Own the Game Autographs,06OGA-RH,Ryan Howard,Philadelphia Phillies,,
2006 Own the Game Autographs,06OGA-VC,Vince Coleman,St. Louis Cardinals,,
2006 Own the Game Autographs,06OGA-YY,Yoshinobu Yamamoto,Los Angeles Dodgers,,
Fan Favorites Premium Autographs,FF-BJ,Bo Jackson,Kansas City Royals,,
Fan Favorites Premium Autographs,FF-BL,Barry Larkin,Cincinnati Reds,,
Fan Favorites Premium Autographs,FF-BP,Buster Posey,San Francisco Giants,,
Fan Favorites Premium Autographs,FF-BW,Bobby Witt Jr.,Kansas City Royals,,
Fan Favorites Premium Autographs,FF-CC,Corbin Carroll,Arizona Diamondbacks,,
Fan Favorites Premium Autographs,FF-CK,Clayton Kershaw,Los Angeles Dodgers,,
Fan Favorites Premium Autographs,FF-CU,Chase Utley,Philadelphia Phillies,,
Fan Favorites Premium Autographs,FF-DM,Dale Murphy,Atlanta Braves,,
Fan Favorites Premium Autographs,FF-DP,Dustin Pedroia,Boston Red Sox,,
Fan Favorites Premium Autographs,FF-DW,David Wright,New York Mets,,
Fan Favorites Premium Autographs,FF-ED,Elly De La Cruz,Cincinnati Reds,,
Fan Favorites Premium Autographs,FF-FH,Félix Hernández,Seattle Mariners,,
Fan Favorites Premium Autographs,FF-FT,Frank Thomas,Chicago White Sox,,
Fan Favorites Premium Autographs,FF-GM,Greg Maddux,Atlanta Braves,,
Fan Favorites Premium Autographs,FF-HM,Hideki Matsui,New York Yankees,,
Fan Favorites Premium Autographs,FF-JB,Jeff Bagwell,Houston Astros,,
Fan Favorites Premium Autographs,FF-JD,Jasson Domínguez,New York Yankees,,
Fan Favorites Premium Autographs,FF-JR,Julio Rodríguez,Seattle Mariners,,
Fan Favorites Premium Autographs,FF-JRA,José Ramírez,Cleveland Guardians,,
Fan Favorites Premium Autographs,FF-JS,John Smoltz,Atlanta Braves,,
Fan Favorites Premium Autographs,FF-JSO,Juan Soto,New York Yankees,,
Fan Favorites Premium Autographs,FF-LP,Lou Piniella,Kansas City Royals,,
Fan Favorites Premium Autographs,FF-MM,Mark McGwire,Oakland Athletics,,
Fan Favorites Premium Autographs,FF-MT,Mark Teixeira,Los Angeles Angels,,
Fan Favorites Premium Autographs,FF-MTR,Mike Trout,Los Angeles Angels,,
Fan Favorites Premium Autographs,FF-NG,Nomar Garciaparra,Boston Red Sox,,
Fan Favorites Premium Autographs,FF-NR,Nolan Ryan,Texas Rangers,,
Fan Favorites Premium Autographs,FF-OA,Ozzie Albies,Atlanta Braves,,
Fan Favorites Premium Autographs,FF-RA,Ronald Acuña Jr.,Atlanta Braves,,
Fan Favorites Premium Autographs,FF-RD,Rafael Devers,Boston Red Sox,,
Fan Favorites Premium Autographs,FF-RH,Rickey Henderson,Oakland Athletics,,
Fan Favorites Premium Autographs,FF-RJ,Reggie Jackson,Oakland Athletics,,
Fan Favorites Premium Autographs,FF-SB,Shane Bieber,Cleveland Guardians,,
Fan Favorites Premium Autographs,FF-SK,Sandy Koufax,Brooklyn Dodgers,,
Fan Favorites Premium Autographs,FF-SO,Shohei Ohtani,Los Angeles Dodgers,,
Fan Favorites Premium Autographs,FF-SS,Sammy Sosa,Chicago Cubs,,
Fan Favorites Premium Autographs,FF-TG,Tom Glavine,Atlanta Braves,,
Fan Favorites Premium Autographs,FF-VG,Vladimir Guerrero,Los Angeles Angels,,
Fan Favorites Premium Autographs,FF-YY,Yoshinobu Yamamoto,Los Angeles Dodgers,,
