Variety,Card Number,Player/Athlete,Team,Rookie,Parallel
Base Chrome,H178,"Ryan Helsley,",St. Louis Cardinals,,
Base Chrome,H179,"Zack Wheeler,",Philadelphia Phillies,,
Base Chrome,H180,"Jarren Duran,",Boston Red Sox,,
Base Chrome,H181,"Adrian Del Castillo,",Arizona Diamondbacks,RC,
Base Chrome,H182,"Jackson Chourio,",Milwaukee Brewers,,
Base Chrome,H183,"Nacho Alvarez Jr.,",Atlanta Braves,RC,
Base Chrome,H184,"Ryan Bliss,",Seattle Mariners,RC,
Base Chrome,H185,"Corbin Burnes,",Arizona Diamondbacks,,
Base Chrome,H186,"Julio Rodr guez,",Seattle Mariners,,
Base Chrome,H187,"Thomas Saggese,",St. Louis Cardinals,RC,
Base Chrome,H188,"Jackson Holliday,",Baltimore Orioles,,
Base Chrome,H189,"Luke Keaschall,",Minnesota Twins,RC,
Base Chrome,H190,"Rafael Devers,",San Francisco Giants,,
Base Chrome,H191,"Adley Rutschman,",Baltimore Orioles,,
Base Chrome,H192,"Spencer Steer,",Cincinnati Reds,,
Base Chrome,H193,"Masyn Winn,",St. Louis Cardinals,,
Base Chrome,H194,"Royce Lewis,",Minnesota Twins,,
Base Chrome,H195,"Jos  Ram rez,",Cleveland Guardians,,
Base Chrome,H196,"Jacob deGrom,",Texas Rangers,,
Base Chrome,H197,"Walker Buehler,",Boston Red Sox,,
Base Chrome,H198,"Vinnie Pasquantino,",Kansas City Royals,,
Base Chrome,H199,"Spencer Schwellenbach,",Atlanta Braves,RC,
Base Chrome,H200,"Shohei Ohtani,",Los Angeles Dodgers,,
Holiday Relic Autographs,HRA-AG,"Adolis Garc a,",Texas Rangers,,
Holiday Relic Autographs,HRA-AR,"Adley Rutschman,",Baltimore Orioles,,
Holiday Relic Autographs,HRA-BR,"Brent Rooker,",Athletics,,
Holiday Relic Autographs,HRA-BW,"Bobby Witt Jr.,",Kansas City Royals,,
Holiday Relic Autographs,HRA-CM,"Coby Mayo,",Baltimore Orioles,,
Holiday Relic Autographs,HRA-CY,"Christian Yelich,",Milwaukee Brewers,,
Holiday Relic Autographs,HRA-EC,"Evan Carter,",Texas Rangers,,
Holiday Relic Autographs,HRA-ET,"Ezequiel Tovar,",Colorado Rockies,,
Holiday Relic Autographs,HRA-FF,"Freddie Freeman,",Los Angeles Dodgers,,
Holiday Relic Autographs,HRA-FT,"Fernando Tatis Jr. ,",San Diego Padres,,
Holiday Relic Autographs,HRA-GH,"Gunnar Henderson,",Baltimore Orioles,,
Holiday Relic Autographs,HRA-GW,"Gavin Williams,",Cleveland Guardians,,
Holiday Relic Autographs,HRA-HD,"Henry Davis,",Pittsburgh Pirates,,
Holiday Relic Autographs,HRA-JJU,"Jace Jung,",Detroit Tigers,,
Holiday Relic Autographs,HRA-JL,"Jordan Lawlar,",Arizona Diamondbacks,,
Holiday Relic Autographs,HRA-JLE,"Jung Hoo Lee,",San Francisco Giants,,
Holiday Relic Autographs,HRA-JN,"Jhonkensy Noel,",Cleveland Guardians,,
Holiday Relic Autographs,HRA-JW,"Jacob Wilson,",Athletics,,
Holiday Relic Autographs,HRA-KB,"Kris Bryant,",Colorado Rockies,,
Holiday Relic Autographs,HRA-KC,"Kristian Campbell,",Boston Red Sox,,
Holiday Relic Autographs,HRA-KM,"Keider Montero,",Detroit Tigers,,
Holiday Relic Autographs,HRA-KT,"Kyle Tucker,",Chicago Cubs,,
Holiday Relic Autographs,HRA-LA,"Luis Arraez,",San Diego Padres,,
Holiday Relic Autographs,HRA-LR,"Luis Robert Jr.,",Chicago White Sox,,
Holiday Relic Autographs,HRA-MC,"Matt Chapman,",San Francisco Giants,,
Holiday Relic Autographs,HRA-MM,"Matt McLain,",Cincinnati Reds,,
Holiday Relic Autographs,HRA-NC,"Nestor Cortes,",Milwaukee Brewers,,
Holiday Relic Autographs,HRA-NE,"Nathan Eovaldi,",Texas Rangers,,
Holiday Relic Autographs,HRA-NG,"Nolan Gorman,",St. Louis Cardinals,,
Holiday Relic Autographs,HRA-NM,"Noelvi Marte,",Cincinnati Reds,,
Holiday Relic Autographs,HRA-PS,"Paul Skenes,",Pittsburgh Pirates,,
Holiday Relic Autographs,HRA-RD,"Rafael Devers,",Boston Red Sox,,
Holiday Relic Autographs,HRA-RG,"Riley Greene,",Detroit Tigers,,
Holiday Relic Autographs,HRA-SG,"Sonny Gray,",St. Louis Cardinals,,
Holiday Relic Autographs,HRA-TL,"Tyler Locklear,",Seattle Mariners,,
Holiday Relic Autographs,HRA-TS,"Tyler Soderstrom,",Athletics,,
Holiday Relic Autographs,HRA-TSA,"Thomas Saggese,",St. Louis Cardinals,,
Holiday Relic Autographs,HRA-VP,"Vinnie Pasquantino ,",Kansas City Royals,,
Holiday Relic Autographs,HRA-ZG,"Zac Gallen,",Arizona Diamondbacks,,
Holiday Relic Autographs,HRA-ZGE,"Zack Gelof,",Athletics,,
Holiday Relic Autographs,HRA-ZN,"Zach Neto,",Los Angeles Angels,,
Holiday Faux Relic Autographs,HFA-E,Elf,,,
Holiday Faux Relic Autographs,HFA-ES,Ebenezer Scrooge,,,
Holiday Faux Relic Autographs,HFA-GM,Gingerbread Man,,,
Holiday Faux Relic Autographs,HFA-N,Nutcracker,,,
Holiday Faux Relic Autographs,HFA-SC,Santa Claus,,,
Player Autographed Relics,PAR-AA,"Adael Amador,",Colorado Rockies,,
Player Autographed Relics,PAR-BL,"Brooks Lee,",Minnesota Twins,,
Player Autographed Relics,PAR-BR,"Ben Rice,",New York Yankees,,
Player Autographed Relics,PAR-BW,"Bobby Witt Jr.,",Kansas City Royals,,
Player Autographed Relics,PAR-CC,"Corbin Carroll,",Arizona Diamondbacks,,
Player Autographed Relics,PAR-CD,"Caden Dana,",Los Angeles Angels,,
Player Autographed Relics,PAR-CM,"Coby Mayo,",Baltimore Orioles,,
Player Autographed Relics,PAR-CN,"Connor Norby,",Miami Marlins,,
Player Autographed Relics,PAR-CS,"Cam Smith,",Houston Astros,,
Player Autographed Relics,PAR-DB,"Drake Baldwin,",Atlanta Braves,,
Player Autographed Relics,PAR-EC,"Evan Carter,",Texas Rangers,,
Player Autographed Relics,PAR-ED,"Elly De La Cruz,",Cincinnati Reds,,
Player Autographed Relics,PAR-GM,"Grant McCray,",San Francisco Giants,,
Player Autographed Relics,PAR-HK,"Hyeseong Kim,",Los Angeles Dodgers,,
Player Autographed Relics,PAR-HW,"Hurston Waldrep,",Atlanta Braves,,
Player Autographed Relics,PAR-JC,"Jackson Chourio,",Milwaukee Brewers,,
Player Autographed Relics,PAR-JCA,"Junior Caminero,",Tampa Bay Rays,,
Player Autographed Relics,PAR-JD,"Jasson Dom nguez,",New York Yankees,,
Player Autographed Relics,PAR-JH,"Jackson Holliday,",Baltimore Orioles,,
Player Autographed Relics,PAR-JJU,"Jace Jung,",Detroit Tigers,,
Player Autographed Relics,PAR-JM,"Justyn-Henry Malloy,",Detroit Tigers,,
Player Autographed Relics,PAR-JN,"Jhonkensy Noel,",Cleveland Guardians,,
Player Autographed Relics,PAR-JW,"Jacob Wilson,",Athletics,,
Player Autographed Relics,PAR-JWO,"James Wood,",Washington Nationals,,
Player Autographed Relics,PAR-KA,"Kevin Alc ntara,",Chicago Cubs,,
Player Autographed Relics,PAR-KC,"Kristian Campbell,",Boston Red Sox,,
Player Autographed Relics,PAR-KR,"Kumar Rocker,",Texas Rangers,,
Player Autographed Relics,PAR-LA,"Luisangel Acu a,",New York Mets,,
Player Autographed Relics,PAR-MC,"Matt Chapman,",San Francisco Giants,,
Player Autographed Relics,PAR-MM,"Marcelo Mayer,",Boston Red Sox,,
Player Autographed Relics,PAR-MS,"Matt Shaw,",Chicago Cubs,,
Player Autographed Relics,PAR-MT,"Mike Trout,",Los Angeles Angels,,
Player Autographed Relics,PAR-NK,"Nick Kurtz,",Athletics,,
Player Autographed Relics,PAR-OA,"Ozzie Albies,",Atlanta Braves,,
Player Autographed Relics,PAR-OM,"Orelvis Mart nez,",Toronto Blue Jays,,
Player Autographed Relics,PAR-PS,"Paul Skenes,",Pittsburgh Pirates,,
Player Autographed Relics,PAR-RA,"Ronald Acu a Jr.,",Atlanta Braves,,
Player Autographed Relics,PAR-RAR,"Randy Arozarena,",Seattle Mariners,,
Player Autographed Relics,PAR-RB,"Ryan Bliss,",Seattle Mariners,,
Player Autographed Relics,PAR-RH,"Rece Hinds,",Cincinnati Reds,,
Player Autographed Relics,PAR-RL,"Rhett Lowder,",Cincinnati Reds,,
Player Autographed Relics,PAR-RS,"Roki Sasaki,",Los Angeles Dodgers,,
Player Autographed Relics,PAR-SA,"Sandy Alcantara,",Miami Marlins,,
Player Autographed Relics,PAR-SS,"Spencer Schwellenbach,",Atlanta Braves,,
Player Autographed Relics,PAR-TS,"Thomas Saggese,",St. Louis Cardinals,,
Player Autographed Relics,PAR-WL,"Wyatt Langford,",Texas Rangers,,
Player Autographs,PA-AA,"Adael Amador,",Colorado Rockies,,
Player Autographs,PA-AR,"Austin Riley,",Atlanta Braves,,
Player Autographs,PA-AS,"AJ Smith-Shawver,",Atlanta Braves,,
Player Autographs,PA-AV,"Anthony Volpe,",New York Yankees,,
Player Autographs,PA-BL,"Brooks Lee,",Minnesota Twins,,
Player Autographs,PA-BR,"Ben Rice,",New York Yankees,,
Player Autographs,PA-BRO,"Brent Rooker,",Athletics,,
Player Autographs,PA-BS,"Brady Singer,",Cincinnati Reds,,
Player Autographs,PA-BW,"Bobby Witt Jr.,",Kansas City Royals,,
Player Autographs,PA-CD,"Caden Dana,",Los Angeles Angels,,
Player Autographs,PA-CH,"Cade Horton,",Chicago Cubs,,
Player Autographs,PA-CM,"Coby Mayo,",Baltimore Orioles,,
Player Autographs,PA-CN,"Connor Norby,",Miami Marlins,,
Player Autographs,PA-CSM,"Cam Smith,",Houston Astros,,
Player Autographs,PA-DC,"Dylan Crews,",Washington Nationals,,
Player Autographs,PA-DR,"Dalton Rushing,",Los Angeles Dodgers,,
Player Autographs,PA-GH,"Gunnar Henderson,",Baltimore Orioles,,
Player Autographs,PA-GM,"Grant McCray,",San Francisco Giants,,
Player Autographs,PA-HK,"Hyeseong Kim,",Los Angeles Dodgers,,
Player Autographs,PA-HW,"Hurston Waldrep,",Atlanta Braves,,
Player Autographs,PA-JD,"Jasson Dom nguez,",New York Yankees,,
Player Autographs,PA-JJ,"Jackson Jobe,",Detroit Tigers,,
Player Autographs,PA-JJU,"Jace Jung,",Detroit Tigers,,
Player Autographs,PA-JL,"Jordan Lawlar,",Arizona Diamondbacks,,
Player Autographs,PA-JM,"Justyn-Henry Malloy,",Detroit Tigers,,
Player Autographs,PA-JN,"Jhonkensy Noel,",Cleveland Guardians,,
Player Autographs,PA-JW,"Jacob Wilson,",Athletics,,
Player Autographs,PA-JWO,"James Wood,",Washington Nationals,,
Player Autographs,PA-KA,"Kevin Alc ntara,",Chicago Cubs,,
Player Autographs,PA-KR,"Kumar Rocker,",Texas Rangers,,
Player Autographs,PA-LA,"Luisangel Acu a,",New York Mets,,
Player Autographs,PA-LG,"Luis Garc a Jr.,",Washington Nationals,,
Player Autographs,PA-LK,"Luke Keaschall,",Minnesota Twins,,
Player Autographs,PA-MB,"Mois s Ballesteros,",Chicago Cubs,,
Player Autographs,PA-MC,"Matt Chapman,",San Francisco Giants,,
Player Autographs,PA-MM,"Marcelo Mayer,",Boston Red Sox,,
Player Autographs,PA-MS,"Matt Shaw,",Chicago Cubs,,
Player Autographs,PA-NK,"Nick Kurtz,",Athletics,,
Player Autographs,PA-OM,"Orelvis Martinez,",Toronto Blue Jays,,
Player Autographs,PA-PC,"Pete Crow-Armstrong,",Chicago Cubs,,
Player Autographs,PA-RA,"Ronald Acu a Jr.,",Atlanta Braves,,
Player Autographs,PA-RB,"Ryan Bliss,",Seattle Mariners,,
Player Autographs,PA-RH,"Rece Hinds,",Cincinnati Reds,,
Player Autographs,PA-RL,"Rhett Lowder,",Cincinnati Reds,,
Player Autographs,PA-RS,"Roki Sasaki,",Los Angeles Dodgers,,
Player Autographs,PA-SM,"Starling Marte,",New York Mets,,
Player Autographs,PA-TS,"Thomas Saggese,",St. Louis Cardinals,,
Player Autographs,PA-VG,"Vladimir Guerrero Jr.,",Toronto Blue Jays,,
Player Autographs,PA-WL,"Wyatt Langford,",Texas Rangers,,
Player Autographs,PA-YM,"Yuki Matsui,",San Diego Padres,,
Player Relics,PR-AB,"Andrew Benintendi,",Chicago White Sox,,
Player Relics,PR-AD,"Adrian Del Castillo,",Arizona Diamondbacks,,
Player Relics,PR-AG,"Adolis Garc a,",Texas Rangers,,
Player Relics,PR-AJ,"Aaron Judge,",New York Yankees,,
Player Relics,PR-AM,"Andrew McCutchen,",Pittsburgh Pirates,,
Player Relics,PR-AR,"Austin Riley,",Atlanta Braves,,
Player Relics,PR-AV,"Anthony Volpe,",New York Yankees,,
Player Relics,PR-AW,"Austin Wells,",New York Yankees,,
Player Relics,PR-BB,"Byron Buxton,",Minnesota Twins,,
Player Relics,PR-BBI,"Bo Bichette,",Toronto Blue Jays,,
Player Relics,PR-BH,"Bryce Harper,",Philadelphia Phillies,,
Player Relics,PR-BL,"Brooks Lee,",Minnesota Twins,,
Player Relics,PR-BW,"Bobby Witt Jr.,",Kansas City Royals,,
Player Relics,PR-CB,"Cody Bellinger,",New York Yankees,,
Player Relics,PR-CC,"Corbin Carroll,",Arizona Diamondbacks,,
Player Relics,PR-CCO,"Carlos Correa,",Minnesota Twins,,
Player Relics,PR-CD,"Caden Dana,",Los Angeles Angels,,
Player Relics,PR-CM,"Coby Mayo,",Baltimore Orioles,,
Player Relics,PR-CME,"Curtis Mead,",Tampa Bay Rays,,
Player Relics,PR-CN,"Connor Norby,",Miami Marlins,,
Player Relics,PR-CR,"Cal Raleigh,",Seattle Mariners,,
Player Relics,PR-CSM,"Cam Smith,",Houston Astros,,
Player Relics,PR-CY,"Christian Yelich,",Milwaukee Brewers,,
Player Relics,PR-DC,"Dylan Crews,",Washington Nationals,,
Player Relics,PR-DR,"Drew Romo,",Colorado Rockies,,
Player Relics,PR-DT,"Drew Thorpe,",Chicago White Sox,,
Player Relics,PR-ED,"Elly De La Cruz,",Cincinnati Reds,,
Player Relics,PR-FF,"Freddie Freeman,",Los Angeles Dodgers,,
Player Relics,PR-FL,"Francisco Lindor,",New York Mets,,
Player Relics,PR-FT,"Fernando Tatis Jr.,",San Diego Padres,,
Player Relics,PR-GC,"Gerrit Cole,",New York Yankees,,
Player Relics,PR-GH,"Gunnar Henderson,",Baltimore Orioles,,
Player Relics,PR-HB,"Hayden Birdsong,",San Francisco Giants,,
Player Relics,PR-HK,"Hyeseong Kim,",Los Angeles Dodgers,,
Player Relics,PR-JA,"Jose Altuve,",Houston Astros,,
Player Relics,PR-JC,"Jackson Chourio,",Milwaukee Brewers,,
Player Relics,PR-JCA,"Junior Caminero,",Tampa Bay Rays,,
Player Relics,PR-JH,"Jackson Holliday,",Baltimore Orioles,,
Player Relics,PR-JJ,"Jackson Jobe,",Detroit Tigers,,
Player Relics,PR-JJU,"Jace Jung,",Detroit Tigers,,
Player Relics,PR-JL,"Jordan Lawlar,",Arizona Diamondbacks,,
Player Relics,PR-JLE,"Jung Hoo Lee,",San Francisco Giants,,
Player Relics,PR-JM,"Jackson Merrill,",San Diego Padres,,
Player Relics,PR-JN,"Jhonkensy Noel,",Cleveland Guardians,,
Player Relics,PR-JR,"Jos  Ram rez,",Cleveland Guardians,,
Player Relics,PR-JRO,"Julio Rodr guez,",Seattle Mariners,,
Player Relics,PR-JS,"Juan Soto,",New York Mets,,
Player Relics,PR-JW,"Jacob Wilson,",Athletics,,
Player Relics,PR-JWO,"James Wood,",Washington Nationals,,
Player Relics,PR-KA,"Kevin Alc ntara,",Chicago Cubs,,
Player Relics,PR-KB,"Kris Bryant,",Colorado Rockies,,
Player Relics,PR-KC,"Kristian Campbell,",Boston Red Sox,,
Player Relics,PR-KM,"Ketel Marte,",Arizona Diamondbacks,,
Player Relics,PR-KR,"Kumar Rocker,",Texas Rangers,,
Player Relics,PR-KT,"Kyle Tucker,",Chicago Cubs,,
Player Relics,PR-LA,"Luisangel Acu a,",New York Mets,,
Player Relics,PR-LB,"Lawrence Butler,",Athletics,,
Player Relics,PR-MB,"Mookie Betts,",Los Angeles Dodgers,,
Player Relics,PR-MG,"MacKenzie Gore,",Washington Nationals,,
Player Relics,PR-MM,"Manny Machado,",San Diego Padres,,
Player Relics,PR-MO,"Matt Olson,",Atlanta Braves,,
Player Relics,PR-MS,"Matt Shaw,",Chicago Cubs,,
Player Relics,PR-MT,"Mike Trout,",Los Angeles Angels,,
Player Relics,PR-MW,"Masyn Winn,",St. Louis Cardinals,,
Player Relics,PR-NA,"Nolan Arenado,",St. Louis Cardinals,,
Player Relics,PR-NAL,"Nacho Alvarez Jr.,",Atlanta Braves,,
Player Relics,PR-NC,"Nick Castellanos,",Philadelphia Phillies,,
Player Relics,PR-NK,"Nick Kurtz,",Athletics,,
Player Relics,PR-NS,"Nolan Schanuel,",Los Angeles Angels,,
Player Relics,PR-OA,"Ozzie Albies,",Atlanta Braves,,
Player Relics,PR-OM,"Orelvis Martinez,",Toronto Blue Jays,,
Player Relics,PR-PA,"Pete Alonso,",New York Mets,,
Player Relics,PR-PC,"Pete Crow-Armstrong,",Chicago Cubs,,
Player Relics,PR-PS,"Paul Skenes,",Pittsburgh Pirates,,
Player Relics,PR-RA,"Ronald Acu a Jr.,",Atlanta Braves,,
Player Relics,PR-RD,"Rafael Devers,",Boston Red Sox,,
Player Relics,PR-RH,"Rece Hinds,",Cincinnati Reds,,
Player Relics,PR-RL,"Rhett Lowder,",Cincinnati Reds,,
Player Relics,PR-RS,"Roki Sasaki,",Los Angeles Dodgers,,
Player Relics,PR-SA,"Sandy Alcantara,",Miami Marlins,,
Player Relics,PR-SF,"Sal Frelick,",Milwaukee Brewers,,
Player Relics,PR-SI,"Shota Imanaga,",Chicago Cubs,,
Player Relics,PR-SK,"Steven Kwan,",Cleveland Guardians,,
Player Relics,PR-SO,"Shohei Ohtani,",Los Angeles Dodgers,,
Player Relics,PR-SP,"Salvador Perez,",Kansas City Royals,,
Player Relics,PR-SS,"Seiya Suzuki,",Chicago Cubs,,
Player Relics,PR-SSC,"Spencer Schwellenbach,",Atlanta Braves,,
Player Relics,PR-TL,"Tyler Locklear,",Seattle Mariners,,
Player Relics,PR-TS,"Tarik Skubal,",Detroit Tigers,,
Player Relics,PR-TSA,"Thomas Saggese,",St. Louis Cardinals,,
Player Relics,PR-TSO,"Tyler Soderstrom,",Athletics,,
Player Relics,PR-TST,"Trevor Story,",Boston Red Sox,,
Player Relics,PR-TSW,"Trey Sweeney,",Detroit Tigers,,
Player Relics,PR-TT,"Trea Turner,",Philadelphia Phillies,,
Player Relics,PR-VG,"Vladimir Guerrero Jr.,",Toronto Blue Jays,,
Player Relics,PR-WA,"Willy Adames,",San Francisco Giants,,
Player Relics,PR-WC,"William Contreras,",Milwaukee Brewers,,
Player Relics,PR-WL,"Wyatt Langford,",Texas Rangers,,
Player Relics,PR-YA,"Yordan Alvarez,",Houston Astros,,
Player Relics,PR-YD,"Yu Darvish,",San Diego Padres,,
Player Relics - Dual,DPR-AA,"Ronald Acu a Jr.,",Atlanta Braves,,
Player Relics - Dual,DPR-AA,"Luisangel Acu a,",New York Mets,,
Player Relics - Dual,DPR-AAL,"Jose Altuve,",Houston Astros,,
Player Relics - Dual,DPR-AAL,"Yordan Alvarez,",Houston Astros,,
Player Relics - Dual,DPR-CB,"Byron Buxton,",Minnesota Twins,,
Player Relics - Dual,DPR-CB,"Carlos Correa,",Minnesota Twins,,
Player Relics - Dual,DPR-FB,"Mookie Betts,",Los Angeles Dodgers,,
Player Relics - Dual,DPR-FB,"Freddie Freeman,",Los Angeles Dodgers,,
Player Relics - Dual,DPR-HC,"Jackson Chourio,",Milwaukee Brewers,,
Player Relics - Dual,DPR-HC,"Jackson Holliday,",Baltimore Orioles,,
Player Relics - Dual,DPR-HR,"Gunnar Henderson,",Baltimore Orioles,,
Player Relics - Dual,DPR-HR,"Adley Rutschman,",Baltimore Orioles,,
Player Relics - Dual,DPR-JH,"Bryce Harper,",Philadelphia Phillies,,
Player Relics - Dual,DPR-JH,"Aaron Judge,",New York Yankees,,
Player Relics - Dual,DPR-JT,"Mike Trout,",Los Angeles Angels,,
Player Relics - Dual,DPR-JT,"Aaron Judge,",New York Yankees,,
Player Relics - Dual,DPR-LS,"Juan Soto,",New York Mets,,
Player Relics - Dual,DPR-LS,"Francisco Lindor,",New York Mets,,
Player Relics - Dual,DPR-RA,"Julio Rodr guez,",Seattle Mariners,,
Player Relics - Dual,DPR-RA,"Randy Arozarena,",Seattle Mariners,,
Player Relics - Dual,DPR-SC,"Paul Skenes,",Pittsburgh Pirates,,
Player Relics - Dual,DPR-SC,"Dylan Crews,",Washington Nationals,,
Player Relics - Dual,DPR-TM,"Manny Machado,",San Diego Padres,,
Player Relics - Dual,DPR-TM,"Fernando Tatis Jr.,",San Diego Padres,,
Player Relics - Dual,DPR-WB,"Lawrence Butler,",Athletics,,
Player Relics - Dual,DPR-WB,"Jacob Wilson,",Athletics,,
Player Relics - Dual,DPR-WC,"James Wood,",Washington Nationals,,
Player Relics - Dual,DPR-WC,"Dylan Crews,",Washington Nationals,,
Player Relics - Dual,DPR-WP,"Bobby Witt Jr.,",Kansas City Royals,,
Player Relics - Dual,DPR-WP,"Salvador Perez,",Kansas City Royals,,
Player Relics - Dual,DPR-YS,"Yoshinobu Yamamoto,",Los Angeles Dodgers,,
Player Relics - Dual,DPR-YS,"Roki Sasaki,",Los Angeles Dodgers,,
Holiday Relics,HR-AG,"Adolis Garc a,",Texas Rangers,,
Holiday Relics,HR-AR,"Adley Rutschman,",Baltimore Orioles,,
Holiday Relics,HR-BR,"Brent Rooker,",Athletics,,
Holiday Relics,HR-BW,"Bobby Witt Jr.,",Kansas City Royals,,
Holiday Relics,HR-CC,"Corbin Carroll,",Arizona Diamondbacks,,
Holiday Relics,HR-CM,"Coby Mayo,",Baltimore Orioles,,
Holiday Relics,HR-CR,"Cole Ragans,",Kansas City Royals,,
Holiday Relics,HR-CY,"Christian Yelich,",Milwaukee Brewers,,
Holiday Relics,HR-EC,"Evan Carter,",Texas Rangers,,
Holiday Relics,HR-ET,"Ezequiel Tovar,",Colorado Rockies,,
Holiday Relics,HR-FF,"Freddie Freeman,",Los Angeles Dodgers,,
Holiday Relics,HR-FT,"Fernando Tatis Jr.,",San Diego Padres,,
Holiday Relics,HR-GH,"Gunnar Henderson,",Baltimore Orioles,,
Holiday Relics,HR-JJ,"Jackson Jobe,",Detroit Tigers,,
Holiday Relics,HR-JJU,"Jace Jung,",Detroit Tigers,,
Holiday Relics,HR-JL,"Jordan Lawlar,",Arizona Diamondbacks,,
Holiday Relics,HR-JLE,"Jung Hoo Lee,",San Francisco Giants,,
Holiday Relics,HR-JM,"Jackson Merrill,",San Diego Padres,,
Holiday Relics,HR-JN,"Jhonkensy Noel,",Cleveland Guardians,,
Holiday Relics,HR-JW,"Jacob Wilson,",Athletics,,
Holiday Relics,HR-Jd,"Jacob deGrom,",Texas Rangers,,
Holiday Relics,HR-KB,"Kris Bryant,",Colorado Rockies,,
Holiday Relics,HR-KC,"Kristian Campbell,",Boston Red Sox,,
Holiday Relics,HR-KH,"Ke'Bryan Hayes,",Pittsburgh Pirates,,
Holiday Relics,HR-KM,"Ketel Marte,",Arizona Diamondbacks,,
Holiday Relics,HR-KT,"Kyle Tucker,",Chicago Cubs,,
Holiday Relics,HR-LA,"Luis Arraez,",San Diego Padres,,
Holiday Relics,HR-LR,"Luis Robert Jr.,",Chicago White Sox,,
Holiday Relics,HR-MC,"Matt Chapman,",San Francisco Giants,,
Holiday Relics,HR-MM,"Manny Machado,",San Diego Padres,,
Holiday Relics,HR-MMC,"Matt McLain,",Cincinnati Reds,,
Holiday Relics,HR-MW,"Masyn Winn,",St. Louis Cardinals,,
Holiday Relics,HR-NE,"Nathan Eovaldi,",Texas Rangers,,
Holiday Relics,HR-NG,"Nolan Gorman,",St. Louis Cardinals,,
Holiday Relics,HR-PC,"Pete Crow-Armstrong,",Chicago Cubs,,
Holiday Relics,HR-PS,"Paul Skenes,",Pittsburgh Pirates,,
Holiday Relics,HR-RA,"Randy Arozarena,",Seattle Mariners,,
Holiday Relics,HR-RD,"Rafael Devers,",Boston Red Sox,,
Holiday Relics,HR-RG,"Riley Greene,",Detroit Tigers,,
Holiday Relics,HR-SF,"Sal Frelick,",Milwaukee Brewers,,
Holiday Relics,HR-SI,"Shota Imanaga,",Chicago Cubs,,
Holiday Relics,HR-SP,"Salvador Perez,",Kansas City Royals,,
Holiday Relics,HR-SS,"Seiya Suzuki,",Chicago Cubs,,
Holiday Relics,HR-TS,"Tarik Skubal,",Detroit Tigers,,
Holiday Relics,HR-TSA,"Thomas Saggese,",St. Louis Cardinals,,
Holiday Relics,HR-TSO,"Tyler Soderstrom,",Athletics,,
Holiday Relics,HR-VP,"Vinnie Pasquantino,",Kansas City Royals,,
Holiday Relics,HR-WA,"Willy Adames,",San Francisco Giants,,
Holiday Relics,HR-YK,"Yusei Kikuchi,",Los Angeles Angels,,
Holiday Relics,HR-ZG,"Zac Gallen,",Arizona Diamondbacks,,
Holiday Faux Relics,HFR-E,Elf,,,
Holiday Faux Relics,HFR-ES,Ebenezer Scrooge,,,
Holiday Faux Relics,HFR-GM,Gingerbread Man,,,
Holiday Faux Relics,HFR-N,Nutcracker,,,
Holiday Faux Relics,HFR-SC,Santa Claus,,,
The Santa Archives,TSA-02,Santa Claus,,,
The Santa Archives,TSA-04,Santa Claus,,,
The Santa Archives,TSA-09,Santa Claus,,,
The Santa Archives,TSA-16,Santa Claus,,,
The Santa Archives,TSA-18,Santa Claus,,,
The Santa Archives,TSA-20,Santa Claus,,,
The Santa Archives,TSA-22,Santa Claus,,,
The Santa Archives,TSA-25,Santa Claus,,,
The Santa Archives,TSA-51,Santa Claus,,,
The Santa Archives,TSA-54,Santa Claus,,,
The Santa Archives,TSA-57,Santa Claus,,,
The Santa Archives,TSA-60,Santa Claus,,,
The Santa Archives,TSA-63,Santa Claus,,,
The Santa Archives,TSA-66,Santa Claus,,,
The Santa Archives,TSA-68,Santa Claus,,,
The Santa Archives,TSA-71,Santa Claus,,,
The Santa Archives,TSA-73,Santa Claus,,,
The Santa Archives,TSA-76,Santa Claus,,,
The Santa Archives,TSA-78,Santa Claus,,,
The Santa Archives,TSA-80,Santa Claus,,,
The Santa Archives,TSA-84,Santa Claus,,,
The Santa Archives,TSA-88,Santa Claus,,,
The Santa Archives,TSA-91,Santa Claus,,,
The Santa Archives,TSA-94,Santa Claus,,,
The Santa Archives,TSA-97,Santa Claus,,,
Hidden Elf,HE-1,"Bobby Witt Jr.,",Kansas City Royals,,
Hidden Elf,HE-2,"Bobby Witt Jr.,",Kansas City Royals,,
Hidden Elf,HE-3,"Bobby Witt Jr.,",Kansas City Royals,,
Hidden Elf,HE-4,"Bobby Witt Jr.,",Kansas City Royals,,
Hidden Elf,HE-5,"Bobby Witt Jr.,",Kansas City Royals,,
Hidden Elf,HE-6,"Aaron Judge,",New York Yankees,,
Hidden Elf,HE-7,"Aaron Judge,",New York Yankees,,
Hidden Elf,HE-8,"Aaron Judge,",New York Yankees,,
Hidden Elf,HE-9,"Aaron Judge,",New York Yankees,,
Hidden Elf,HE-10,"Aaron Judge,",New York Yankees,,
Hidden Elf,HE-11,"Paul Skenes,",Pittsburgh Pirates,,
Hidden Elf,HE-12,"Paul Skenes,",Pittsburgh Pirates,,
Hidden Elf,HE-13,"Paul Skenes,",Pittsburgh Pirates,,
Hidden Elf,HE-14,"Paul Skenes,",Pittsburgh Pirates,,
