Variety,Card Number,Player Name,Team Name,Notes,Parallel
1988 Topps Baseball Autographs,88BA-GR,Grayson Rodriguez,Baltimore Orioles,,
1988 Topps Baseball Autographs,88BA-HG,Hunter Greene,Cincinnati Reds,,
1988 Topps Baseball Autographs,88BA-JB,José Butto,New York Mets,,
1988 Topps Baseball Autographs,88BA-JD,Jeter Downs,Boston Red Sox,,
1988 Topps Baseball Autographs,88BA-JDI,Jordan Diaz,Oakland Athletics,,
1988 Topps Baseball Autographs,88BA-JG,Jordan Groshans,Miami Marlins,,
1988 Topps Baseball Autographs,88BA-JJB,JJ Bleday,Miami Marlins,,
1988 Topps Baseball Autographs,88BA-JP,Jeremy Peña,Houston Astros,,
1988 Topps Baseball Autographs,88BA-JWI,Joey Wiemer,Milwaukee Brewers,,
1988 Topps Baseball Autographs,88BA-JY,Jared Young,Chicago Cubs,,
1988 Topps Baseball Autographs,88BA-KS,Kyle Stowers,Baltimore Orioles,,
1988 Topps Baseball Autographs,88BA-LS,Livan Soto,Los Angeles Angels,,
1988 Topps Baseball Autographs,88BA-LV,Louie Varland,Minnesota Twins,,
1988 Topps Baseball Autographs,88BA-MG,MacKenzie Gore,Washington Nationals,,
1988 Topps Baseball Autographs,88BA-MLI,Matthew Liberatore,St. Louis Cardinals,,
1988 Topps Baseball Autographs,88BA-MM,Matt McLain,Cincinnati Reds,,
1988 Topps Baseball Autographs,88BA-MSI,Mike Siani,Cincinnati Reds,,
1988 Topps Baseball Autographs,88BA-MT,Michael Toglia,Colorado Rockies,,
1988 Topps Baseball Autographs,88BA-MY,Mike Yastrzemski,San Francisco Giants,,
1988 Topps Baseball Autographs,88BA-NJ,Nolan Jones,Cleveland Guardians,,
1988 Topps Baseball Autographs,88BA-NP,Nick Pratto,Kansas City Royals,,
1988 Topps Baseball Autographs,88BA-PB,Peyton Burdick,Miami Marlins,,
1988 Topps Baseball Autographs,88BA-RN,Ryne Nelson,Arizona Diamondbacks,,
1988 Topps Baseball Autographs,88BA-TB,Taj Bradley,Tampa Bay Rays,,
1988 Topps Baseball Autographs,88BA-TF,Tyler Freeman,Cleveland Guardians,,
1988 Topps Baseball Autographs,88BA-VG,Vaughn Grissom,Atlanta Braves,,
1988 Topps Baseball Autographs,88BA-VP,Vinnie Pasquantino,Kansas City Royals,,
1988 Topps Baseball Autographs,88BA-XC,Xzavion Curry,Cleveland Guardians,,
1988 Topps Baseball Autographs,88BA-YD,Yusniel Díaz,Baltimore Orioles,,
1988 Topps Baseball Autographs,88BAU-AR,Adley Rutschman,Baltimore Orioles,,
1988 Topps Baseball Autographs,88BAU-AV,Anthony Volpe,New York Yankees,,
1988 Topps Baseball Autographs,88BAU-BN,Bo Naylor,Cleveland Guardians,,
1988 Topps Baseball Autographs,88BAU-BRF,Brandon Pfaadt,Arizona Diamondbacks,,
1988 Topps Baseball Autographs,88BAU-BSA,Blake Sabol,San Francisco Giants,,
1988 Topps Baseball Autographs,88BAU-CAS,Casey Schmitt,San Francisco Giants,,
1988 Topps Baseball Autographs,88BAU-CCA,Corbin Carroll,Arizona Diamondbacks,,
1988 Topps Baseball Autographs,88BAU-DDO,Dylan Dodd,Atlanta Braves,,
1988 Topps Baseball Autographs,88BAU-EDJ,Edouard Julien,Minnesota Twins,,
1988 Topps Baseball Autographs,88BAU-ET,Ezequiel Tovar,Colorado Rockies,,
1988 Topps Baseball Autographs,88BAU-EV,Enmanuel Valdez,Boston Red Sox,,
1988 Topps Baseball Autographs,88BAU-GH,Gunnar Henderson,Baltimore Orioles,,
1988 Topps Baseball Autographs,88BAU-GMI,Garrett Mitchell,Milwaukee Brewers,,
1988 Topps Baseball Autographs,88BAU-HB,Hunter Brown,Houston Astros,,
1988 Topps Baseball Autographs,88BAU-I,Ichiro,Miami Marlins,,
1988 Topps Baseball Autographs,88BAU-JHB,Jhony Brito,New York Yankees,,
1988 Topps Baseball Autographs,88BAU-JO,Joey Ortiz,Baltimore Orioles,,
1988 Topps Baseball Autographs,88BAU-JR,Julio Rodríguez,Seattle Mariners,,
1988 Topps Baseball Autographs,88BAU-JS,Juan Soto,San Diego Padres,,
1988 Topps Baseball Autographs,88BAU-JSH,Jared Shuster,Atlanta Braves,,
1988 Topps Baseball Autographs,88BAU-JWA,Jordan Walker,St. Louis Cardinals,,
1988 Topps Baseball Autographs,88BAU-JWI,Joey Wiemer,Milwaukee Brewers,,
1988 Topps Baseball Autographs,88BAU-KS,Kodai Senga,New York Mets,,
1988 Topps Baseball Autographs,88BAU-LO,Logan O'Hoppe,Los Angeles Angels,,
1988 Topps Baseball Autographs,88BAU-MH,Michael Harris II,Atlanta Braves,,
1988 Topps Baseball Autographs,88BAU-MM,Mason Miller,Oakland Athletics,,
1988 Topps Baseball Autographs,88BAU-MME,Matt Mervis,Chicago Cubs,,
1988 Topps Baseball Autographs,88BAU-MT,Mike Trout,Los Angeles Angels,,
1988 Topps Baseball Autographs,88BAU-MY,Masataka Yoshida,Boston Red Sox,,
1988 Topps Baseball Autographs,88BAU-OC,Oscar Colás,Chicago White Sox,,
1988 Topps Baseball Autographs,88BAU-RA,Ronald Acuña Jr.,Atlanta Braves,,
1988 Topps Baseball Autographs,88BAU-RG,Riley Greene,Detroit Tigers,,
1988 Topps Baseball Autographs,88BAU-TBI,Tanner Bibee,Cleveland Guardians,,
1988 Topps Baseball Autographs,88BAU-THW,Thaddeus Ward,Washington Nationals,,
1988 Topps Baseball Autographs,88BAU-WB,Will Benson,Cincinnati Reds,,
1988 Topps Baseball Autographs,88BAU-ZAN,Zach Neto,Los Angeles Angels,,
1988 Topps Baseball Chrome Silver Packs,T88CU-1,Gabriel Moreno,Arizona Diamondbacks,,
1988 Topps Baseball Chrome Silver Packs,T88CU-2,Jose Canseco,Oakland Athletics,,
1988 Topps Baseball Chrome Silver Packs,T88CU-3,Matt McLain,Cincinnati Reds,,
1988 Topps Baseball Chrome Silver Packs,T88CU-4,Trea Turner,Philadelphia Phillies,,
1988 Topps Baseball Chrome Silver Packs,T88CU-5,Zach Neto,Los Angeles Angels,,
1988 Topps Baseball Chrome Silver Packs,T88CU-6,Bernie Williams,New York Yankees,,
1988 Topps Baseball Chrome Silver Packs,T88CU-7,Riley Greene,Detroit Tigers,,
1988 Topps Baseball Chrome Silver Packs,T88CU-8,Esteury Ruiz,Oakland Athletics,,
1988 Topps Baseball Chrome Silver Packs,T88CU-9,Jeter Downs,Washington Nationals,,
1988 Topps Baseball Chrome Silver Packs,T88CU-10,Travis Swaggerty,Pittsburgh Pirates,,
1988 Topps Baseball Chrome Silver Packs,T88CU-11,Aaron Judge,New York Yankees,,
1988 Topps Baseball Chrome Silver Packs,T88CU-12,Jared Shuster,Atlanta Braves,,
1988 Topps Baseball Chrome Silver Packs,T88CU-13,Brooks Robinson,Baltimore Orioles,,
1988 Topps Baseball Chrome Silver Packs,T88CU-14,Brandon Pfaadt,Arizona Diamondbacks,,
1988 Topps Baseball Chrome Silver Packs,T88CU-15,Shintaro Fujinami,Oakland Athletics,,
1988 Topps Baseball Chrome Silver Packs,T88CU-16,Taj Bradley,Tampa Bay Rays,,
1988 Topps Baseball Chrome Silver Packs,T88CU-17,Edouard Julien,Minnesota Twins,,
1988 Topps Baseball Chrome Silver Packs,T88CU-18,Jason Varitek,Boston Red Sox,,
1988 Topps Baseball Chrome Silver Packs,T88CU-19,Brayan Rocchio,Cleveland Guardians,,
1988 Topps Baseball Chrome Silver Packs,T88CU-20,Enmanuel Valdez,Boston Red Sox,,
1988 Topps Baseball Chrome Silver Packs,T88CU-21,Corbin Carroll,Arizona Diamondbacks,,
1988 Topps Baseball Chrome Silver Packs,T88CU-22,Anthony Volpe,New York Yankees,,
1988 Topps Baseball Chrome Silver Packs,T88CU-23,Hayden Wesneski,Chicago Cubs,,
1988 Topps Baseball Chrome Silver Packs,T88CU-24,Ken Griffey Jr.,Seattle Mariners,,
1988 Topps Baseball Chrome Silver Packs,T88CU-25,Javier Assad,Chicago Cubs,,
1988 Topps Baseball Chrome Silver Packs,T88CU-26,Jazz Chisholm Jr.,Miami Marlins,,
1988 Topps Baseball Chrome Silver Packs,T88CU-27,Edgar Martinez,Seattle Mariners,,
1988 Topps Baseball Chrome Silver Packs,T88CU-28,Joey Wiemer,Milwaukee Brewers,,
1988 Topps Baseball Chrome Silver Packs,T88CU-29,Jacob deGrom,Texas Rangers,,
1988 Topps Baseball Chrome Silver Packs,T88CU-30,Darryl Strawberry,New York Mets,,
1988 Topps Baseball Chrome Silver Packs,T88CU-31,Brice Turang,Milwaukee Brewers,,
1988 Topps Baseball Chrome Silver Packs,T88CU-32,Blake Snell,San Diego Padres,,
1988 Topps Baseball Chrome Silver Packs,T88CU-33,Mike Trout,Los Angeles Angels,,
1988 Topps Baseball Chrome Silver Packs,T88CU-34,Luis Severino,New York Yankees,,
1988 Topps Baseball Chrome Silver Packs,T88CU-35,J.T. Realmuto,Philadelphia Phillies,,
1988 Topps Baseball Chrome Silver Packs,T88CU-36,Gary Carter,New York Mets,,
1988 Topps Baseball Chrome Silver Packs,T88CU-37,JI Hwan Bae,Pittsburgh Pirates,,
1988 Topps Baseball Chrome Silver Packs,T88CU-38,Derek Jeter,New York Yankees,,
1988 Topps Baseball Chrome Silver Packs,T88CU-39,Adam Wainwright,St. Louis Cardinals,,
1988 Topps Baseball Chrome Silver Packs,T88CU-40,Bobby Miller,Los Angeles Dodgers,,
1988 Topps Baseball Chrome Silver Packs,T88CU-41,Michael Busch,Los Angeles Dodgers,,
1988 Topps Baseball Chrome Silver Packs,T88CU-42,Bryce Harper,Philadelphia Phillies,,
1988 Topps Baseball Chrome Silver Packs,T88CU-43,Masataka Yoshida,Boston Red Sox,,
1988 Topps Baseball Chrome Silver Packs,T88CU-44,Babe Ruth,New York Yankees,,
1988 Topps Baseball Chrome Silver Packs,T88CU-45,Brett Baty,New York Mets,,
1988 Topps Baseball Chrome Silver Packs,T88CU-46,Dennis Eckersley,Oakland Athletics,,
1988 Topps Baseball Chrome Silver Packs,T88CU-47,Joey Ortiz,Baltimore Orioles,,
1988 Topps Baseball Chrome Silver Packs,T88CU-48,Joe Mauer,Minnesota Twins,,
1988 Topps Baseball Chrome Silver Packs,T88CU-49,Ivan Rodríguez,Texas Rangers,,
1988 Topps Baseball Chrome Silver Packs,T88CU-50,Johnny Bench,Cincinnati Reds,,
1988 Topps Baseball Chrome Silver Packs,T88CU-51,Ronald Acuña Jr.,Atlanta Braves,,
1988 Topps Baseball Chrome Silver Packs,T88CU-52,Jimmy Rollins,Philadelphia Phillies,,
1988 Topps Baseball Chrome Silver Packs,T88CU-53,Oscar Colás,Chicago White Sox,,
1988 Topps Baseball Chrome Silver Packs,T88CU-54,Matt Mervis,Chicago Cubs,,
1988 Topps Baseball Chrome Silver Packs,T88CU-55,Shohei Ohtani,Los Angeles Angels,,
1988 Topps Baseball Chrome Silver Packs,T88CU-56,Dustin Pedroia,Boston Red Sox,,
1988 Topps Baseball Chrome Silver Packs,T88CU-57,Grayson Rodriguez,Baltimore Orioles,,
1988 Topps Baseball Chrome Silver Packs,T88CU-58,Julio Rodríguez,Seattle Mariners,,
1988 Topps Baseball Chrome Silver Packs,T88CU-59,Jordan Walker,St. Louis Cardinals,,
1988 Topps Baseball Chrome Silver Packs,T88CU-60,Francisco Álvarez,New York Mets,,
1988 Topps Baseball Chrome Silver Packs,T88CU-61,Randy Johnson,Arizona Diamondbacks,,
1988 Topps Baseball Chrome Silver Packs,T88CU-62,JJ Bleday,Oakland Athletics,,
1988 Topps Baseball Chrome Silver Packs,T88CU-63,Bryce Miller,Seattle Mariners,,
1988 Topps Baseball Chrome Silver Packs,T88CU-64,Nolan Jones,Colorado Rockies,,
1988 Topps Baseball Chrome Silver Packs,T88CU-65,Ben Joyce,Los Angeles Angels,,
1988 Topps Baseball Chrome Silver Packs,T88CU-66,Eury Pérez,Miami Marlins,,
1988 Topps Baseball Chrome Silver Packs,T88CU-67,Yu Darvish,San Diego Padres,,
1988 Topps Baseball Chrome Silver Packs,T88CU-68,Spencer Strider,Atlanta Braves,,
1988 Topps Baseball Chrome Silver Packs,T88CU-69,Juan Soto,San Diego Padres,,
1988 Topps Baseball Chrome Silver Packs,T88CU-70,Shane Bieber,Cleveland Guardians,,
1988 Topps Baseball Chrome Silver Packs,T88CU-71,Starling Marte,New York Mets,,
1988 Topps Baseball Chrome Silver Packs,T88CU-72,Carlton Fisk,Chicago White Sox,,
1988 Topps Baseball Chrome Silver Packs,T88CU-73,Andrés Giménez,Cleveland Guardians,,
1988 Topps Baseball Chrome Silver Packs,T88CU-74,Jhony Brito,New York Yankees,,
1988 Topps Baseball Chrome Silver Packs,T88CU-75,Cody Bellinger,Chicago Cubs,,
1988 Topps Baseball Chrome Silver Packs,T88CU-76,Gleyber Torres,New York Yankees,,
1988 Topps Baseball Chrome Silver Packs,T88CU-77,Adley Rutschman,Baltimore Orioles,,
1988 Topps Baseball Chrome Silver Packs,T88CU-78,Luis Ortiz,Pittsburgh Pirates,,
1988 Topps Baseball Chrome Silver Packs,T88CU-79,Kodai Senga,New York Mets,,
1988 Topps Baseball Chrome Silver Packs,T88CU-80,Vladimir Guerrero Jr.,Toronto Blue Jays,,
1988 Topps Baseball Chrome Silver Packs,T88CU-81,Tanner Bibee,Cleveland Guardians,,
1988 Topps Baseball Chrome Silver Packs,T88CU-82,Mason Miller,Oakland Athletics,,
1988 Topps Baseball Chrome Silver Packs,T88CU-83,Mookie Betts,Los Angeles Dodgers,,
1988 Topps Baseball Chrome Silver Packs,T88CU-84,Logan Allen,Cleveland Guardians,,
1988 Topps Baseball Chrome Silver Packs,T88CU-85,Matt Chapman,Toronto Blue Jays,,
1988 Topps Baseball Chrome Silver Packs,T88CU-86,José Abreu,Houston Astros,,
1988 Topps Baseball Chrome Silver Packs,T88CU-87,Tom Glavine,Atlanta Braves,,
1988 Topps Baseball Chrome Silver Packs,T88CU-88,Ryan Howard,Philadelphia Phillies,,
1988 Topps Baseball Chrome Silver Packs,T88CU-89,Justin Verlander,New York Mets,,
1988 Topps Baseball Chrome Silver Packs,T88CU-90,Hank Aaron,Atlanta Braves,,
1988 Topps Baseball Chrome Silver Packs,T88CU-91,Gunnar Henderson,Baltimore Orioles,,
1988 Topps Baseball Chrome Silver Packs,T88CU-92,Casey Schmitt,San Francsico Giants,,
1988 Topps Baseball Chrome Silver Packs,T88CU-93,Michael Harris II,Atlanta Braves,,
1988 Topps Baseball Chrome Silver Packs,T88CU-94,Craig Biggio,Houston Astros,,
1988 Topps Baseball Chrome Silver Packs,T88CU-95,Brewer Hicklen,Kansas City Royals,,
1988 Topps Baseball Chrome Silver Packs,T88CU-96,Andrew McCutchen,Pittsburgh Pirates,,
1988 Topps Baseball Chrome Silver Packs,T88CU-97,Nolan Ryan,California Angels,,
1988 Topps Baseball Chrome Silver Packs,T88CU-98,Wade Boggs,Boston Red Sox,,
1988 Topps Baseball Chrome Silver Packs,T88CU-99,Gavin Stone,Los Angeles Dodgers,,
1988 Topps Baseball Chrome Silver Packs,T88CU-100,Pedro Martinez,Boston Red Sox,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-1,Gabriel Moreno,Arizona Diamondbacks,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-2,José Abreu,Houston Astros,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-3,Matt McLain,Cincinnati Reds,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-4,Trea Turner,Philadelphia Phillies,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-5,Zach Neto,Los Angeles Angels,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-6,Bernie Williams,New York Yankees,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-7,Riley Greene,Detroit Tigers,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-9,Jeter Downs,Washington Nationals,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-10,Travis Swaggerty,Pittsburgh Pirates,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-11,Aaron Judge,New York Yankees,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-12,Jared Shuster,Atlanta Braves,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-13,Brooks Robinson,Baltimore Orioles,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-14,Brandon Pfaadt,Arizona Diamondbacks,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-15,Shintaro Fujinami,Oakland Athletics,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-16,Taj Bradley,Tampa Bay Rays,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-17,Edouard Julien,Minnesota Twins,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-18,Jason Varitek,Boston Red Sox,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-20,Enmanuel Valdez,Boston Red Sox,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-21,Corbin Carroll,Arizona Diamondbacks,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-22,Anthony Volpe,New York Yankees,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-23,Hayden Wesneski,Chicago Cubs,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-25,Javier Assad,Chicago Cubs,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-26,Jazz Chisholm Jr.,Miami Marlins,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-27,Edgar Martinez,Seattle Mariners,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-28,Joey Wiemer,Milwaukee Brewers,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-30,Darryl Strawberry,New York Mets,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-31,Brice Turang,Milwaukee Brewers,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-32,Blake Snell,San Diego Padres,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-33,Mike Trout,Los Angeles Angels,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-34,Luis Severino,New York Yankees,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-35,J.T. Realmuto,Philadelphia Phillies,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-38,Derek Jeter,New York Yankees,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-40,Bobby Miller,Los Angeles Dodgers,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-41,Michael Busch,Los Angeles Dodgers,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-42,Bryce Harper,Philadelphia Phillies,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-43,Masataka Yoshida,Boston Red Sox,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-45,Brett Baty,New York Mets,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-46,Dennis Eckersley,Oakland Athletics,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-47,Joey Ortiz,Baltimore Orioles,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-48,Joe Mauer,Minnesota Twins,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-49,Ivan Rodriguez,Texas Rangers,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-50,Johnny Bench,Cincinnati Reds,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-51,Ronald Acuña Jr.,Atlanta Braves,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-52,Jimmy Rollins,Philadelphia Phillies,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-53,Oscar Cólas,Chicago White Sox,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-54,Matt Mervis,Chicago Cubs,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-55,Shohei Ohtani,Los Angeles Angels,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-56,Dustin Pedroia,Boston Red Sox,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-57,Grayson Rodriguez,Baltimore Orioles,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-58,Julio Rodríguez,Seattle Mariners,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-59,Jordan Walker,St. Louis Cardinals,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-60,Francisco Álvarez,New York Mets,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-61,Randy Johnson,Arizona Diamondbacks,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-62,JJ Bleday,Oakland Athletics,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-63,Bryce Miller,Seattle Mariners,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-64,Nolan Jones,Colorado Rockies,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-68,Spencer Strider,Atlanta Braves,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-69,Juan Soto,San Diego Padres,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-70,Shane Bieber,Cleveland Guardians,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-71,Starling Marte,New York Mets,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-72,Carlton Fisk,Chicago White Sox,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-73,Andrés Giménez,Cleveland Guardians,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-74,Jhony Brito,New York Yankees,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-75,Cody Bellinger,Chicago Cubs,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-76,Gleyber Torres,New York Yankees,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-77,Adley Rutschman,Baltimore Orioles,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-78,Luis Ortiz,Pittsburgh Pirates,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-79,Kodai Senga,New York Mets,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-80,Vladimir Guerrero Jr.,Toronto Blue Jays,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-81,Tanner Bibee,Cleveland Guardians,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-82,Mason Miller,Oakland Athletics,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-84,Logan Allen,Cleveland Guardians,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-85,Matt Chapman,Toronto Blue Jays,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-86,Jose Canseco,Oakland Athletics,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-87,Tom Glavine,Atlanta Braves,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-88,Ryan Howard,Philadelphia Phillies,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-91,Gunnar Henderson,Baltimore Orioles,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-93,Michael Harris II,Atlanta Braves,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-94,Craig Biggio,Houston Astros,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-95,Brewer Hicklen,Kansas City Royals,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-97,Nolan Ryan,California Angels,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-98,Wade Boggs,Boston Red Sox,,
1988 Topps Baseball Chrome Silver Packs Autographs,T88CU-100,Pedro Martinez,Boston Red Sox,,
2023 All-Star Game,ASG-1,Julio Rodríguez,Seattle Mariners,,
2023 All-Star Game,ASG-2,Aaron Judge,New York Yankees,,
2023 All-Star Game,ASG-3,Juan Soto,San Diego Padres,,
2023 All-Star Game,ASG-4,Sonny Gray,Minnesota Twins,,
2023 All-Star Game,ASG-5,Mookie Betts,Los Angeles Dodgers,,
2023 All-Star Game,ASG-6,Shohei Ohtani,Los Angeles Angels,,
2023 All-Star Game,ASG-7,Ronald Acuña Jr.,Atlanta Braves,,
2023 All-Star Game,ASG-8,Adley Rutschman,Baltimore Orioles,,
2023 All-Star Game,ASG-9,Jonah Heim,Texas Rangers,,
2023 All-Star Game,ASG-10,Vladimir Guerrero Jr.,Toronto Blue Jays,,
2023 All-Star Game,ASG-11,Yandy Díaz,Tampa Bay Rays,,
2023 All-Star Game,ASG-12,Marcus Semien,Texas Rangers,,
2023 All-Star Game,ASG-13,Gerrit Cole,New York Yankees,,
2023 All-Star Game,ASG-14,Josh Jung,Texas Rangers,,
2023 All-Star Game,ASG-15,Nick Castellanos,Philadelphia Phillies,,
2023 All-Star Game,ASG-16,Bo Bichette,Toronto Blue Jays,,
2023 All-Star Game,ASG-17,Corey Seager,Texas Rangers,,
2023 All-Star Game,ASG-18,Mike Trout,Los Angeles Angels,,
2023 All-Star Game,ASG-19,Randy Arozarena,Tampa Bay Rays,,
2023 All-Star Game,ASG-20,Yordan Alvarez,Houston Astros,,
2023 All-Star Game,ASG-21,Luis Robert Jr.,Chicago White Sox,,
2023 All-Star Game,ASG-22,Adolis García,Texas Rangers,,
2023 All-Star Game,ASG-23,Sean Murphy,Atlanta Braves,,
2023 All-Star Game,ASG-24,Will Smith,Los Angeles Dodgers,,
2023 All-Star Game,ASG-25,Freddie Freeman,Los Angeles Dodgers,,
2023 All-Star Game,ASG-26,Matt Olson,Atlanta Braves,,
2023 All-Star Game,ASG-27,Luis Arraez,Miami Marlins,,
2023 All-Star Game,ASG-28,Ozzie Albies,Atlanta Braves,,
2023 All-Star Game,ASG-29,Nolan Arenado,St. Louis Cardinals,,
2023 All-Star Game,ASG-30,Austin Riley,Atlanta Braves,,
2023 All-Star Game,ASG-31,Shohei Ohtani,Los Angeles Angels,,
2023 All-Star Game,ASG-32,Wander Franco,Tampa Bay Rays,,
2023 All-Star Game,ASG-33,J.D. Martinez,Los Angeles Dodgers,,
2023 All-Star Game,ASG-34,Corbin Carroll,Arizona Diamondbacks,,
2023 All-Star Game,ASG-35,Lourdes Gurriel Jr.,Arizona Diamondbacks,,
2023 All-Star Game,ASG-36,George Kirby,Seattle Mariners,,
2023 All-Star Game,ASG-37,Justin Steele,Chicago Cubs,,
2023 All-Star Game,ASG-38,Dansby Swanson,Chicago Cubs,,
2023 All-Star Game,ASG-39,Kodai Senga,New York Mets,,
2023 All-Star Game,ASG-40,Pete Alonso,New York Mets,,
2023 All-Star Game,ASG-41,Austin Hays,Baltimore Orioles,,
2023 All-Star Game,ASG-42,Salvador Perez,Kansas City Royals,,
2023 All-Star Game,ASG-43,Marcus Stroman,Chicago Cubs,,
2023 All-Star Game,ASG-44,Zac Gallen,Arizona Diamondbacks,,
2023 All-Star Game,ASG-45,Spencer Strider,Atlanta Braves,,
2023 All-Star Game,ASG-46,Clayton Kershaw,Los Angeles Dodgers,,
2023 All-Star Game,ASG-47,Alexis Díaz,Cincinnati Reds,,
2023 All-Star Game,ASG-48,Kyle Tucker,Houston Astros,,
2023 All-Star Game,ASG-49,Luis Castillo,Seattle Mariners,,
2023 All-Star Game,ASG-50,José Ramírez,Cleveland Guardians,,
Action Stars,AS-1,Adley Rutschman,Baltimore Orioles,,
Action Stars,AS-2,Gunnar Henderson,Baltimore Orioles,,
Action Stars,AS-3,Corbin Carroll,Arizona Diamondbacks,,
Action Stars,AS-4,Shohei Ohtani,Los Angeles Angels,,
Action Stars,AS-5,Ronald Acuña Jr.,Atlanta Braves,,
Action Stars,AS-6,Michael Harris II,Atlanta Braves,,
Action Stars,AS-7,Triston Casas,Boston Red Sox,,
Action Stars,AS-8,Riley Greene,Detroit Tigers,,
