Variety,Card Number,Player/Athlete,Team,Rookie,Parallel
Base Electric Orange Autographs,223,Dylan Cease,Chicago White Sox,,
Base Electric Orange Autographs,225,Wander Franco,Tampa Bay Rays,,
Base Electric Orange Autographs,227,Spencer Strider,Atlanta Braves,,
Base Electric Orange Autographs,228,Spencer Torkelson,Detroit Tigers,,
Base Electric Orange Autographs,232,Dansby Swanson,Chicago Cubs,,
Base Electric Orange Autographs,233,Ozzie Albies,Atlanta Braves,,
Base Electric Orange Autographs,234,Ryan Mountcastle,Baltimore Orioles,,
Base Electric Orange Autographs,235,Javier Báez,Detroit Tigers,,
Base Electric Orange Autographs,237,Willson Contreras,St. Louis Cardinals,,
Base Electric Orange Autographs,239,Corbin Burnes,Milwaukee Brewers,,
Base Electric Orange Autographs,240,Kyle Tucker,Houston Astros,,
Base Electric Orange Autographs,244,Aaron Nola,Philadelphia Phillies,,
Base Electric Orange Autographs,245,Matt Olson,Atlanta Braves,,
Base Electric Orange Autographs,248,Carlos Rodón,New York Yankees,,
Big League Autographs,BLA-AB,Adrián Beltré,Texas Rangers,,
Big League Autographs,BLA-AG,Adolis García,Texas Rangers,,
Big League Autographs,BLA-ALK,Alek Thomas,Arizona Diamondbacks,,
Big League Autographs,BLA-AN,Aaron Nola,Philadelphia Phillies,,
Big League Autographs,BLA-BB,Byron Buxton,Minnesota Twins,,
Big League Autographs,BLA-BC,Brandon Crawford,San Francisco Giants,,
Big League Autographs,BLA-BJ,Bo Jackson,Kansas City Royals,,
Big League Autographs,BLA-BRA,Brady Singer,Kansas City Royals,,
Big League Autographs,BLA-CB,Corbin Burnes,Milwaukee Brewers,,
Big League Autographs,BLA-CED,Cedric Mullins,Baltimore Orioles,,
Big League Autographs,BLA-CJA,Cristian Javier,Houston Astros,,
Big League Autographs,BLA-DC,Dylan Cease,Chicago White Sox,,
Big League Autographs,BLA-DO,David Ortiz,Boston Red Sox,,
Big League Autographs,BLA-FT,Fernando Tatis Jr.,San Diego Padres,,
Big League Autographs,BLA-FTH,Frank Thomas,Chicago White Sox,,
Big League Autographs,BLA-GAU,Kevin Gausman,Toronto Blue Jays,,
Big League Autographs,BLA-GT,Gleyber Torres,New York Yankees,,
Big League Autographs,BLA-HAN,Mitch Haniger,San Francisco Giants,,
Big League Autographs,BLA-I,Ichiro,Seattle Mariners,,
Big League Autographs,BLA-JFL,Jack Flaherty,St. Louis Cardinals,,
Big League Autographs,BLA-JHE,Jonah Heim,Texas Rangers,,
Big League Autographs,BLA-JS,John Smoltz,Atlanta Braves,,
Big League Autographs,BLA-JSO,Juan Soto,San Diego Padres,,
Big League Autographs,BLA-JV,Joey Votto,Cincinnati Reds,,
Big League Autographs,BLA-KAP,James Kaprielian,Oakland Athletics,,
Big League Autographs,BLA-KRE,Dean Kremer,Baltimore Orioles,,
Big League Autographs,BLA-KT,Kyle Tucker,Houston Astros,,
Big League Autographs,BLA-KWN,Steven Kwan,Cleveland Guardians,,
Big League Autographs,BLA-LW,Logan Webb,San Francisco Giants,,
Big League Autographs,BLA-MEG,Tylor Megill,New York Mets,,
Big League Autographs,BLA-MG,MacKenzie Gore,Washington Nationals,,
Big League Autographs,BLA-MMU,Max Muncy,Los Angeles Dodgers,,
Big League Autographs,BLA-MT,Mike Trout,Los Angeles Angels,,
Big League Autographs,BLA-MUN,Andres Muñoz,Seattle Mariners,,
Big League Autographs,BLA-NL,Nick Lodolo,Cincinnati Reds,,
Big League Autographs,BLA-NR,Nolan Ryan,Houston Astros,,
Big League Autographs,BLA-PA,Pete Alonso,New York Mets,,
Big League Autographs,BLA-PEP,Ryan Pepiot,Los Angeles Dodgers,,
Big League Autographs,BLA-RA,Ronald Acuña Jr.,Atlanta Braves,,
Big League Autographs,BLA-RD,Reid Detmers,Los Angeles Angels,,
Big League Autographs,BLA-RH,Rhys Hoskins,Philadelphia Phillies,,
Big League Autographs,BLA-RS,Ryne Sandberg,Chicago Cubs,,
Big League Autographs,BLA-SB,Shane Bieber,Cleveland Guardians,,
Big League Autographs,BLA-SG,Sonny Gray,Minnesota Twins,,
Big League Autographs,BLA-SS,Spencer Strider,Atlanta Braves,,
Big League Autographs,BLA-TE,Thairo Estrada,San Francisco Giants,,
Big League Autographs,BLA-TJF,TJ Friedl,Cincinnati Reds,,
Big League Autographs,BLA-TM,Trey Mancini,Chicago Cubs,,
Big League Autographs,BLA-TS,Tarik Skubal,Detroit Tigers,,
Big League Autographs,BLA-TTR,Taylor Trammell,Seattle Mariners,,
Big League Autographs,BLA-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,,
Big League Autographs,BLA-WAL,Christian Walker,Arizona Diamondbacks,,
City Slickers,CS-1,Mike Trout,Los Angeles Angels,,
City Slickers,CS-2,Shohei Ohtani,Los Angeles Angels,,
City Slickers,CS-3,Rafael Devers,Boston Red Sox,,
City Slickers,CS-4,Seiya Suzuki,Chicago Cubs,,
City Slickers,CS-5,Christopher Morel,Chicago Cubs,,
City Slickers,CS-6,Eloy Jiménez,Chicago White Sox,,
City Slickers,CS-7,Luis Robert,Chicago White Sox,,
City Slickers,CS-8,Brendan Rodgers,Colorado Rockies,,
City Slickers,CS-9,Alex Bregman,Houston Astros,,
City Slickers,CS-10,Yordan Alvarez,Houston Astros,,
City Slickers,CS-11,Salvador Perez,Kansas City Royals,,
City Slickers,CS-12,Bobby Witt Jr.,Kansas City Royals,,
City Slickers,CS-13,Mookie Betts,Los Angeles Dodgers,,
City Slickers,CS-14,Freddie Freeman,Los Angeles Dodgers,,
City Slickers,CS-15,Jazz Chisholm Jr.,Miami Marlins,,
City Slickers,CS-16,Christian Yelich,Milwaukee Brewers,,
City Slickers,CS-17,Juan Soto,San Diego Padres,,
City Slickers,CS-18,Manny Machado,San Diego Padres,,
City Slickers,CS-19,Corbin Carroll,Arizona Diamondbacks,,
City Slickers,CS-20,Mike Yastrzemski,San Francisco Giants,,
City Slickers Autographs,CLA-CC,Corbin Carroll,Arizona Diamondbacks,/25,
City Slickers Autographs,CLA-CM,Christopher Morel,Chicago Cubs,/25,
City Slickers Autographs,CLA-CY,Christian Yelich,Milwaukee Brewers,/25,
City Slickers Autographs,CLA-EJ,Eloy Jiménez,Chicago White Sox,/25,
City Slickers Autographs,CLA-FF,Freddie Freeman,Los Angeles Dodgers,/25,
City Slickers Autographs,CLA-JC,Jazz Chisholm Jr.,Miami Marlins,/25,
City Slickers Autographs,CLA-JS,Juan Soto,San Diego Padres,/25,
City Slickers Autographs,CLA-LR,Luis Robert,Chicago White Sox,/25,
City Slickers Autographs,CLA-MT,Mike Trout,Los Angeles Angels,/25,
City Slickers Autographs,CLA-MY,Mike Yastrzemski,San Francisco Giants,/25,
Gameday Drip,GD-1,Ronald Acuña Jr.,Atlanta Braves,,
Gameday Drip,GD-2,Mookie Betts,Los Angeles Dodgers,,
Gameday Drip,GD-3,Jazz Chisholm Jr.,Miami Marlins,,
Gameday Drip,GD-4,Aaron Judge,New York Yankees,,
Gameday Drip,GD-5,Julio Rodríguez,Seattle Mariners,,
Gameday Drip,GD-6,Vladimir Guerrero Jr.,Toronto Blue Jays,,
Gameday Drip,GD-7,Byron Buxton,Minnesota Twins,,
Gameday Drip,GD-8,Tony Gonsolin,Los Angeles Dodgers,,
Gameday Drip,GD-9,Noah Syndergaard,Los Angeles Dodgers,,
Gameday Drip,GD-10,Bryce Harper,Philadelphia Phillies,,
Gameday Drip,GD-11,Alek Manoah,Toronto Blue Jays,,
Gameday Drip,GD-12,Nestor Cortes,New York Yankees,,
Gameday Drip,GD-13,Fernando Tatis Jr.,San Diego Padres,,
Gameday Drip,GD-14,Shohei Ohtani,Los Angeles Angels,,
Gameday Drip,GD-15,Francisco Lindor,New York Mets,,
Let's GO!,LGC-1,Mookie Betts,Los Angeles Dodgers,,
Let's GO!,LGC-2,Shohei Ohtani,Los Angeles Angels,,
Let's GO!,LGC-3,Miguel Vargas,Los Angeles Dodgers,,
Let's GO!,LGC-4,Ronald Acuña Jr.,Atlanta Braves,,
Let's GO!,LGC-5,Bryce Harper,Philadelphia Phillies,,
Let's GO!,LGC-6,Julio Rodríguez,Seattle Mariners,,
Let's GO!,LGC-7,Riley Greene,Detroit Tigers,,
Let's GO!,LGC-8,Gunnar Henderson,Baltimore Orioles,,
Let's GO!,LGC-9,Josh Jung,Texas Rangers,,
Let's GO!,LGC-10,Vaughn Grissom,Atlanta Braves,,
Let's GO!,LGC-11,Joey Votto,Cincinnati Reds,,
Let's GO!,LGC-12,Bobby Witt Jr.,Kansas City Royals,,
Let's GO!,LGC-13,Jazz Chisholm Jr.,Miami Marlins,,
Let's GO!,LGC-14,Francisco Lindor,New York Mets,,
Let's GO!,LGC-15,Bo Bichette,Toronto Blue Jays,,
Mascots,M-1,Mascot,Arizona Diamondbacks,,
Mascots,M-2,Blooper,Atlanta Braves,,
Mascots,M-3,Mascot,Baltimore Orioles,,
Mascots,M-4,Wally the Green Monster,Boston Red Sox,,
Mascots,M-5,Clark,Chicago Cubs,,
Mascots,M-6,Mascot,Chicago White Sox,,
Mascots,M-7,Gapper,Cincinnati Reds,,
Mascots,M-8,Screech,Washington Nationals,,
Mascots,M-9,Slider,Cleveland Guardians,,
Mascots,M-10,Dinger,Colorado Rockies,,
Mascots,M-11,Paws,Detroit Tigers,,
Mascots,M-12,Billy the Marlin,Miami Marlins,,
Mascots,M-13,Orbit,Houston Astros,,
Mascots,M-14,Sluggerrr,Kansas City Royals,,
Mascots,M-15,Rally Monkey,Los Angeles Angels,,
Mascots,M-16,TC Bear,Minnesota Twins,,
Mascots,M-17,Bernie Brewer,Milwaukee Brewers,,
Mascots,M-18,Mr. Met,New York Mets,,
Mascots,M-19,ACE,Toronto Blue Jays,,
Mascots,M-20,Rangers Captain,Texas Rangers,,
Mascots,M-21,Mascot,Oakland Athletics,,
Mascots,M-22,Phillie Phanatic,Philadelphia Phillies,,
Mascots,M-23,Pirate Parrot,Pittsburgh Pirates,,
Mascots,M-24,Swinging Friar,San Diego Padres,,
Mascots,M-25,Mariner Moose,Seattle Mariners,,
Mascots,M-26,Fredbird,St. Louis Cardinals,,
Mascots,M-27,Raymond,Tampa Bay Rays,,
Mascots Mania Foil Variations,MF-1,Mascot,Arizona Diamondbacks,,
Mascots Mania Foil Variations,MF-2,Blooper,Atlanta Braves,,
Mascots Mania Foil Variations,MF-3,Mascot,Baltimore Orioles,,
Mascots Mania Foil Variations,MF-4,Wally the Green Monster,Boston Red Sox,,
Mascots Mania Foil Variations,MF-5,Clark,Chicago Cubs,,
Mascots Mania Foil Variations,MF-6,Mascot,Chicago White Sox,,
Mascots Mania Foil Variations,MF-7,Gapper,Cincinnati Reds,,
Mascots Mania Foil Variations,MF-8,Mascot,Cincinnati Reds,,
Mascots Mania Foil Variations,MF-9,Slider,Cleveland Guardians,,
Mascots Mania Foil Variations,MF-10,Dinger,Colorado Rockies,,
Mascots Mania Foil Variations,MF-11,Paws,Detroit Tigers,,
Mascots Mania Foil Variations,MF-12,Billy the Marlin,Miami Marlins,,
Mascots Mania Foil Variations,MF-13,Orbit,Houston Astros,,
Mascots Mania Foil Variations,MF-14,Sluggerrr,Kansas City Royals,,
Mascots Mania Foil Variations,MF-15,Rally Monkey,Los Angeles Angels,,
Mascots Mania Foil Variations,MF-16,TC Bear,Minnesota Twins,,
Mascots Mania Foil Variations,MF-17,Bernie Brewer,Milwaukee Brewers,,
Mascots Mania Foil Variations,MF-18,Mr. Met,New York Mets,,
Mascots Mania Foil Variations,MF-19,Mrs. Met,New York Mets,,
Mascots Mania Foil Variations,MF-20,Crazy Crab,San Francisco Giants,,
Mascots Mania Foil Variations,MF-21,Mascot,Oakland Athletics,,
Mascots Mania Foil Variations,MF-22,Phillie Phanatic,Philadelphia Phillies,,
Mascots Mania Foil Variations,MF-23,Pirate Parrot,Pittsburgh Pirates,,
Mascots Mania Foil Variations,MF-24,Swinging Friar,San Diego Padres,,
Mascots Mania Foil Variations,MF-25,Mariner Moose,Seattle Mariners,,
Mascots Mania Foil Variations,MF-26,Fredbird,St. Louis Cardinals,,
Mascots Mania Foil Variations,MF-27,Raymond,Tampa Bay Rays,,
Mascots Mania Foil Variations,MF-28,Rangers Captain,Texas Rangers,,
Mascots Mania Foil Variations,MF-29,ACE,Toronto Blue Jays,,
Mascots Mania Foil Variations,MF-30,Screech,Washington Nationals,,
Opening Act Autographs,OAA-AB,Alec Burleson,St. Louis Cardinals,,
Opening Act Autographs,OAA-AR,Adley Rutschman,Baltimore Orioles,,
Opening Act Autographs,OAA-BB,Brett Baty,New York Mets,,
Opening Act Autographs,OAA-BJ,Bryce Johnson,San Francisco Giants,,
Opening Act Autographs,OAA-BON,Bo Naylor,Cleveland Guardians,,
Opening Act Autographs,OAA-BRE,Will Brennan,Cleveland Guardians,,
Opening Act Autographs,OAA-CC,Corbin Carroll,Arizona Diamondbacks,,
Opening Act Autographs,OAA-CCA,Cade Cavalli,Washington Nationals,,
Opening Act Autographs,OAA-CM,Christopher Morel,Chicago Cubs,,
Opening Act Autographs,OAA-CUR,Xzavion Curry,Cleveland Guardians,,
Opening Act Autographs,OAA-DH,DL Hall,Baltimore Orioles,,
Opening Act Autographs,OAA-EL,Evan Lee,Washington Nationals,,
Opening Act Autographs,OAA-FA,Francisco Álvarez,New York Mets,,
Opening Act Autographs,OAA-GH,Gunnar Henderson,Baltimore Orioles,,
Opening Act Autographs,OAA-GHI,Garrett Hill,Detroit Tigers,,
Opening Act Autographs,OAA-GM,Gabriel Moreno,Arizona Diamondbacks,,
Opening Act Autographs,OAA-GMI,Garrett Mitchell,Milwaukee Brewers,,
Opening Act Autographs,OAA-HEN,David Hensley,Houston Astros,,
Opening Act Autographs,OAA-HIC,Brewer Hicklen,Kansas City Royals,,
Opening Act Autographs,OAA-JB,JJ Bleday,Miami Marlins,,
Opening Act Autographs,OAA-JJ,Josh Jung,Texas Rangers,,
Opening Act Autographs,OAA-JSM,Josh Smith,Texas Rangers,,
Opening Act Autographs,OAA-KLE,Korey Lee,Houston Astros,,
Opening Act Autographs,OAA-KRE,Ryan Kreidler,Detroit Tigers,,
Opening Act Autographs,OAA-KSE,Kodai Senga,New York Mets,,
Opening Act Autographs,OAA-KW,Ken Waldichuk,Oakland Athletics,,
Opening Act Autographs,OAA-LOH,Logan O'Hoppe,Los Angeles Angels,,
Opening Act Autographs,OAA-LVA,Louie Varland,Minnesota Twins,,
Opening Act Autographs,OAA-MAC,Jonah Bride,Oakland Athletics,,
Opening Act Autographs,OAA-MAR,Davis Martin,Chicago White Sox,,
Opening Act Autographs,OAA-MH,Michael Harris II,Atlanta Braves,,
Opening Act Autographs,OAA-MT,Michael Toglia,Colorado Rockies,,
Opening Act Autographs,OAA-MYO,Masataka Yoshida,Boston Red Sox,,
Opening Act Autographs,OAA-NG,Nolan Gorman,St. Louis Cardinals,,
Opening Act Autographs,OAA-NJ,Nolan Jones,Colorado Rockies,,
Opening Act Autographs,OAA-OP,Oswald Peraza,New York Yankees,,
Opening Act Autographs,OAA-RG,Riley Greene,Detroit Tigers,,
Opening Act Autographs,OAA-SL,Shea Langeliers,Oakland Athletics,,
Opening Act Autographs,OAA-SOS,Lenyn Sosa,Chicago White Sox,,
Opening Act Autographs,OAA-STE,Steele Walker,Detroit Tigers,,
Opening Act Autographs,OAA-TF,Tyler Freeman,Cleveland Guardians,,
Opening Act Autographs,OAA-VG,Vaughn Grissom,Atlanta Braves,,
Opening Act Autographs,OAA-VP,Vinnie Pasquantino,Kansas City Royals,,
Opening Act Autographs,OAA-WIL,Marcus Wilson,Seattle Mariners,,
Roll Call - Wildstyle Edition,RC-1,Mookie Betts,Los Angeles Dodgers,,
Roll Call - Wildstyle Edition,RC-2,Mike Trout,Los Angeles Angels,,
Roll Call - Wildstyle Edition,RC-3,Shohei Ohtani,Los Angeles Angels,,
Roll Call - Wildstyle Edition,RC-4,Aaron Judge,New York Yankees,,
Roll Call - Wildstyle Edition,RC-5,Juan Soto,San Diego Padres,,
Roll Call - Wildstyle Edition,RC-6,Albert Pujols,St. Louis Cardinals,,
Roll Call - Wildstyle Edition,RC-7,Brett Baty,New York Mets,,
Roll Call - Wildstyle Edition,RC-8,Riley Greene,Detroit Tigers,,
Roll Call - Wildstyle Edition,RC-9,Ronald Acuña Jr.,Atlanta Braves,,
Roll Call - Wildstyle Edition,RC-10,Jazz Chisholm Jr.,Miami Marlins,,
Roll Call - Wildstyle Edition,RC-11,Kris Bryant,Colorado Rockies,,
Roll Call - Wildstyle Edition,RC-12,Roberto Clemente,Pittsburgh Pirates,,
Roll Call - Wildstyle Edition,RC-13,Babe Ruth,New York Yankees,,
Roll Call - Wildstyle Edition,RC-14,Bo Jackson,Kansas City Royals,,
Roll Call - Wildstyle Edition,RC-15,Ichiro,Seattle Mariners,,
Roll Call Wildstyle Edition Autographs,RCA-AJ,Aaron Judge,New York Yankees,/25,
Roll Call Wildstyle Edition Autographs,RCA-BB,Brett Baty,New York Mets,/25,
Roll Call Wildstyle Edition Autographs,RCA-IS,Ichiro,Seattle Mariners,/25,
Roll Call Wildstyle Edition Autographs,RCA-J,Bo Jackson,Kanasas City Royals,/25,
Roll Call Wildstyle Edition Autographs,RCA-JC,Jazz Chisholm Jr.,Miami Marlins,/25,
Roll Call Wildstyle Edition Autographs,RCA-JS,Juan Soto,San Diego Padres,/25,
Roll Call Wildstyle Edition Autographs,RCA-MT,Mike Trout,Los Angeles Angels,/25,
Roll Call Wildstyle Edition Autographs,RCA-RA,Ronald Acuña Jr.,Atlanta Braves,/25,
Roll Call Wildstyle Edition Autographs,RCA-RG,Riley Greene,Detroit Tigers,/25,
Roll Call Wildstyle Edition Autographs,RCA-SO,Shohei Ohtani,Los Angeles Angels,/25,
Social Media Follow Back Redemptions,SMF-AB,Alex Bregman,Houston Astros,,
Social Media Follow Back Redemptions,SMF-CM,Cedric Mullins,Baltimore Orioles,,
Social Media Follow Back Redemptions,SMF-DO,David Ortiz,Boston Red Sox,,
Social Media Follow Back Redemptions,SMF-DW,Drew Waters,Kansas City Royals,,
Social Media Follow Back Redemptions,SMF-ET,Ezequiel Tovar,Colorado Rockies,,
Social Media Follow Back Redemptions,SMF-FA,Francisco Álvarez,New York Mets,,
Social Media Follow Back Redemptions,SMF-GH,Gunnar Henderson,Baltimore Orioles,,
Social Media Follow Back Redemptions,SMF-JR,Julio Rodríguez,Seattle Mariners,,
Social Media Follow Back Redemptions,SMF-ML,Matthew Liberatore,St. Louis Cardinals,,
Social Media Follow Back Redemptions,SMF-MT,Mike Trout,Los Angeles Angels,,
Social Media Follow Back Redemptions,SMF-NC,Nestor Cortes,New York Yankees,,
Social Media Follow Back Redemptions,SMF-TS,Travis Swaggerty,Pittsburgh Pirates,,
Social Media Follow Back Redemptions,SMF-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,,
Social Media Follow Back Redemptions,SMF-VP,Vinnie Pasquantino,Kansas City Royals,,
Social Media Follow Back Redemptions,SMF-WF,Wander Franco,Tampa Bay Rays,,
Topps Big Leaguer Autographs,TKA-AJ,Aaron Judge,New York Yankees,,
Topps Big Leaguer Autographs,TKA-AR,Adley Rutschman,Baltimore Orioles,,
Topps Big Leaguer Autographs,TKA-BBA,Brett Baty,New York Mets,,
Topps Big Leaguer Autographs,TKA-BH,Bryce Harper,Philadelphia Phillies,,
Topps Big Leaguer Autographs,TKA-CM,Christopher Morel,Chicago Cubs,,
Topps Big Leaguer Autographs,TKA-CY,Christian Yelich,Milwaukee Brewers,,
Topps Big Leaguer Autographs,TKA-DJ,Derek Jeter,New York Yankees,,
Topps Big Leaguer Autographs,TKA-JC,Jazz Chisholm Jr.,Miami Marlins,,
Topps Big Leaguer Autographs,TKA-JRO,Julio Rodríguez,Seattle Mariners,,
Topps Big Leaguer Autographs,TKA-JS,Juan Soto,San Diego Padres,,
Topps Big Leaguer Autographs,TKA-JV,Joey Votto,Cincinnati Reds,,
Topps Big Leaguer Autographs,TKA-LR,Luis Robert,Chicago White Sox,,
Topps Big Leaguer Autographs,TKA-MH,Michael Harris II,Atlanta Braves,,
Topps Big Leaguer Autographs,TKA-MT,Mike Trout,Los Angeles Angels,,
Topps Big Leaguer Autographs,TKA-NG,Nolan Gorman,St. Louis Cardinals,,
Topps Big Leaguer Autographs,TKA-PA,Pete Alonso,New York Mets,,
Topps Big Leaguer Autographs,TKA-RA,Ronald Acuña Jr.,Atlanta Braves,,
Topps Big Leaguer Autographs,TKA-RG,Riley Greene,Detroit Tigers,,
Topps Big Leaguer Autographs,TKA-SO,Shohei Ohtani,Los Angeles Angels,,
Topps Big Leaguer Autographs,TKA-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,,
Topps Big Leaguers,BL-1,Mike Trout,Los Angeles Angels,,
Topps Big Leaguers,BL-2,Shohei Ohtani,Los Angeles Angels,,
Topps Big Leaguers,BL-3,Ronald Acuña Jr.,Atlanta Braves,,
Topps Big Leaguers,BL-4,Rafael Devers,Boston Red Sox,,
Topps Big Leaguers,BL-5,Bobby Witt Jr.,Kansas City Royals,,
Topps Big Leaguers,BL-6,Mookie Betts,Los Angeles Dodgers,,
Topps Big Leaguers,BL-7,Clayton Kershaw,Los Angeles Dodgers,,
Topps Big Leaguers,BL-8,Jazz Chisholm Jr.,Miami Marlins,,
Topps Big Leaguers,BL-9,Byron Buxton,Minnesota Twins,,
Topps Big Leaguers,BL-10,Pete Alonso,New York Mets,,
Topps Big Leaguers,BL-11,Juan Soto,San Diego Padres,,
Topps Big Leaguers,BL-12,Julio Rodríguez,Seattle Mariners,,
Topps Big Leaguers,88BA-MM,Aaron Judge,New York Yankees,,
Topps Big Leaguers,BL-14,Bryce Harper,Philadelphia Phillies,,
Topps Big Leaguers,BL-15,Vladimir Guerrero Jr.,Toronto Blue Jays,,
Topps Big Leaguers,BL-16,Oneil Cruz,Pittsburgh Pirates,,
Topps Big Leaguers,BL-17,Luis Robert,Chicago White Sox,,
Topps Big Leaguers,BL-18,Christian Yelich,Milwaukee Brewers,,
Topps Big Leaguers,BL-19,Joey Votto,Cincinnati Reds,,
Topps Big Leaguers,BL-20,Christopher Morel,Chicago Cubs,,
Topps Big Leaguers,BL-21,Adley Rutschman,Baltimore Orioles,,
Topps Big Leaguers,BL-22,Nolan Gorman,St. Louis Cardinals,,
Topps Big Leaguers,BL-23,Riley Greene,Detroit Tigers,,
Topps Big Leaguers,BL-24,Michael Harris II,Atlanta Braves,,
Topps Big Leaguers,BL-25,Brett Baty,New York Mets,,
Topps Big Leaguers,BL-26,Ken Griffey Jr.,Seattle Mariners,,
Topps Big Leaguers,BL-27,Derek Jeter,New York Yankees,,
Topps Big Leaguers,BL-28,Jackie Robinson,Brooklyn Dodgers,,
Topps Big Leaguers,BL-29,Willie Mays,San Francisco Giants,,
Topps Big Leaguers,BL-30,Hank Aaron,Atlanta Braves,,
